Secret,Jatim,Sumber,Balekambang,Museum,The,Aston,Golden
"It's a medium sized zoo and a beautiful place to visit, there are attractions, shows and amusement park rides within the zoo. a great place to visit with your family and friends.  As a reptile enthusiast, the zoo's reptile area is second best in Indonesia.",,,,"This is an amazing place where you can enjoy many kind & types of vechicles in the past, made in year 1920s up to 2000s .. including the car and helicopter of Dr Ir Soekarno, the first president of indonesia ..impressive .. ",,,
"This place is so great, especially for family with teenagers and small kids. Fun, entertaining and thoughtful. Not only kids learn something interesting about animal, but also they can enjoy the fun Park. Very crowded in the weekend. Very recommended ",,,,"Great way to educate your self and your family about transportation, the museum blend between reality of transportation and entertainment for instance a comic character vehicles. You will amaze that so many transportation we have in this country and yesteryear era. This museum?",,,
"It's super worthed to go spend time in Jatim Park 2.. For 75K IDR/person and free for children under 2 years old you can see zoo and play in the fun park even they have pool for water adventure park.. It's super freindly park for families, children with stroller or even senior?",,,,The best place if you are a big fan of sport cars and other classic vehicles. The floating market is a dissapointment and the collection of vehicles did not dissapoint. Food in the floating market isnt really that intresting. No fod and drink is allowed in Museum Angkut.  Its?,,,
It's a beautiful zoo with many animals to see. We can watch some attractions and take a photo with the animals.,,,,"Basically it's a museum that display various vehicle from time to time. For the history or time capsul lover, it's the right place to quench your thirst! You can see (& take picture with) a LOT of vehicles. It's like we're moving from the good ol' days to the present time...?",,,
"This zoo is so amazing with lots and kind of animals from all over the world, kids friendly and useful education for kids also parents who still don't recognize several animals like myself <U+0001F60A>",,,,"You can see so many kind of transportation, through the ages. Love all the classic cars in first area of the museum. It divided into zones and every zone has its own beauty. Some of the zone have rides, most of them are free only few are paid-rides (for example Batman 4D ride).?",,,
"Highly recommended for family vacation and education... Lots of animal collection (animals are in a good shape), wheelchair friendly, e-bike rent, kids friendly, acceptable ticket price... ",,,,"Make sure before entered MA, you have eat and drink enough because you can not bring your food or drink in there. Many amazing spots to take photograph so make sure you have a handphone with good camera.",,,
"Just love it!! Nice zoo. Better visit in weekdays so the experience would be better. The staffs are friendly, and the place is so travel friendly because have a map  every side and show what next route is. And dont come too late like 4pm because the show like feeding animals or?",,,,"We entered the museum ,and we found so many kind of transportation from traditional until the modern ones . Every single area they showed us the era of transportation mode ...its  great but when we entered the Hollywood area and we tried to join the new games in batman section ,?",,,
The collection of animals in here are amazing .. they do have most of kinds of animal from around the world ... they do have also play ground for kids with no charge ... definitely good place for family .. very recommended !!,,,,"Museum Angkut is supposed to be a museum of old vehicles but it is more than that. The concept is a museum where you can take photos with antique cars and vehicles. At first, the museum look small, but the secret is the back of the museum which is huge and really picturesque.?",,,
Very well organized zoo. It was quite informative about the endangered animals and where their original habitat is.  It would've have been more helpful for people who can not walk for long to have a cart service that can start at the entrance and handed back at the exit.  ,,,,"I couldn't remember what is the brand for all this vintage car, it's so many many colours, medium until a big one, can you imagine using this car in the street now?  Ya, so lucky if you have one of this car at your home, so amazing this collector has it all, I'm just able to?",,,
Amazed with the variety of animals in here and love the museum. I suggest for those people who love animal would need a full day at this zoo. Would love to visit again next time.,,,,"This museum has so many transportation collections from many countries. From bikes, motorcycles, cars, trains, airplanes etc! There is a cafe in the top of the building on the airplanes area, i think the place has a good ambience and food but i wasnt hungry at that time. When i?",,,
This is a small but a very well managed zoo that I have ever been to. The collection of animals are so many. The way that they design this zoo is so clever so that we do not feel tired while walking and seeing all the attractions. A MUST visit if you happen to be in Batu.,,,,"Malang is so hype lately, so does this Museum. This is a must visit place in Malang and invented not only for car and photo enthusiasts but also for family, kids and students. The area is quite huge and divided into several zones. You are not allowed to bring food inside and?",,,
"Batu Secret Zoo consist of 3 areas, which are the bones collection area, the taxidermy collection area and the living animal area.",,,,Just one word to describe EXCELLENT...!!!  However some need improvement :  1. The flight simulator could have the one with more like virtual reality   Thats all I think.,,,
"All rounder you get a well packed day with the animals from round the world, animal shows, museum that educates the children and the great free ride section to tickle your adeliun. Be sure to visit the visit the pop mie swimming splash area for the kids!",,,,"Looks small from outside, but surprisingly the location was well manage. It's focusing on the transportation aspect but after the museum you'll find city sets which are very attractive (& Instagram-able) :).   Don't forget to go to the roof-top, besides food they've got several?",,,
It's a quite nice place to visit as we can see a lot of animal from all over the world especially from Indonesia. But it wasnt really amused me because i didn't find the highlight of this place. Just an ordinary zoo for me.,,,,"A bigger place for an antique transportation collection, education for children, so many spot for take a nice pict",,,
"Exciting, clean, very organize for new zoo lots of collection of animals there. Prize tickets cheaper on weekdays than weekend and lots have fun for young children to play, available for hotel too if u want to stay for one nite.",,,,"We are amazed with all the collection from cars, motor, bicycle, airplane from different kind of country. We went to flight simulator at the 2nd floor and my son really enjoyed it the most.  We took almost 3 hours to finish the tour. At the back of the museum, they have a?",,,
"I love this type of zoo, the animals collection is plenty. They provide an e-bike, you can call a number just in case you cant take anymore walking (just like in my case) they told you to wait wherever you are and they came to rescue you with the bike. You can rent it for Rp.?",,,,"Great collection of antique cars, antique motorcycles from all over the world. They also have a collection of locomotives and other vehicles.  Overall, very pleasantly surprised and impressed.",,,
"This is the best Zoo in Indonesia. Make sure you you dress comfortably especially your shoes/sandals. This zoo is cleverly design with good concept, good educational with interesting and creative format and they have many kind of animals that I never thought they would have. ?",,,,I am impressed with the antique collections they have in display. I have visited other transportation museum and this is the coolest! The arrangement and design are easy to follow and somewhat portray the real situation. I encourage readers to visit this museum. You won't be?,,,
"I have low expectation when I came to this zoo. I have seen several zoo on my way abroad and I am really sure that this zoo cannot beat what i have seen before. Boy I was wrong.   This zoo is cleverly design with good concept, educational and quite many kind of animals.   I?",,,,"I visit this place in holiday so it's crowded. at least i could snap few great photos there. thre's is several open space spot so make sure to always bring your umbrella and hat. only a few place inside that sell snacks but when you go out of the museum there is a ""floating""?",,,
"In entrance of Batu Secret Zoo you will welcomed by good architectural and you walking to the inside you will amazed with the design of every cage. This place have a lot of animal collection such as rare animal, mamalia, reptile, and aquatic with full of take care. Very baby?",,,,"The place is huge and a lots of collections of cars, bicycles, motorcycles, horse carriages and many more. We went there on weekend and lots of people there. At 5 pm or 6pm there was a parade with all vintage cars and super heroes coming out. A great place to learn about cars?",,,
"After years of hearing good stories, finally i have chance to personally visit. Here are some review 1. Location : pefect in the entrance area with majestic view on the lobby and ticket counters. The area is also compact and perfect for 3-4 hrs journey, with amazing weather?",,,,"Lots of informations about transportation here. We can enjoy antique bicycles, motorcycles, cars, ship miniatures, and planes. We can also enjoyed counterfeit of Indonesia's ""air force one"". Then by walk along the routes, we can enjoy other areas such as heritage of jakarta, las?",,,
"Been here at least 3 times, never get bored of it! Although they might want to consider changing the sea lion show - it's getting old.",,,,"If you wanna see good collection of cars, types of cars from era to era come to Museum Angkut If you wanna see so many type of transportation from era to era come to Museum Angkut If you wanna see the unique place from each country in the world come to museum angkut If you wanna?",,,
"I visited this place on 29Jun 2016  with my 2kids n my hubby.   This place is so awesome since the very first entrance that taking us too long observing and discussing  any animal we encountered.  We've been to Gembira Loka Zoo, Singapore Zoo, Bali Safari, Bali zoo, but all?",,,,This was a pretty awesome experience with a massive show of vintage cars. I particularly liked the countrywise collection of awesome transportation vehicles ,,,
"This is one of good place to educated our children..so many animals to see..but the minus is in the some place the smell is not good,,maybe from the animals..",,,,"Wide variety of whatever so called transportation guess, boys would like it here, from motorcycle, cars, bicycle,  It is an overwhelming thoughtful thinking on how the collection can be collected from around the world Amazing! this place is so instgrammable and they succeed to?",,,
"Some rare and never seen animal are  available up, close and personal here. Like the jaguar, white lions, brown bear, sun bear, meerkat, otters, flamingos, white tigers, cheetah, hyena, white rhinos etc.",,,,"great collection but was too big for elderly people, should add some scooter for elders to get around ",,,
One of the best zoo I've ever seen! Not the biggest.. but you can see a lot variety of animals with nice ambience. It was a clean zoo. My kids very love it!  You can also rent an E-bike (it was an electric fourcycle) in the middle of the zoo so you won't get tired. We are not?,,,,"Great place to broaden your knowledge on history of transportation starts from carriedge, cars, becak, planes, ricksaws, also being divided by their production countries with pleasant presentation. They even have live performances during certain periods. Well done.",,,
"I just went here and I was happy to see some improvements in attractions and animals inside the zoo. But, for those who dislikes the fetidness (strong unpleasant odour) of a zoo, like me, better prepare a bottle of any good aromatherapy oil or inhaler just to help you breathe?",,,,"This museum boasts a great collection of classic cars, grouped based by manufacturing countries with thematic background. Really enjoyable place, plenty of great photo spots",,,
"Very nice zoo concept with a various exotic animals not normally seen in zoos around Indonesia.. it does not stink, good toilet and wheelchair and stroller friendly destination. Please think about packing lunch for ther is no real decent food. Some light snack stations are?",,,,"Amazing place with amazing collections too, some of them I believe  is really rare and one of its kind, like the Ford Mode T cars. It's hard to believe that such place exist in Batu, Malang. The founder surely has a great vision and a hardliner cars and other transporters?",,,
"There are so many type of animal. Some of them are from other country. Many type of monkey, tiger and lion. Interesting to visit and I hope they will feed the animals properly. Because I saw some of the animals are skiny",,,,"Its a good place.. very very large museum with thousand photo spot :p you can find buckingham palace (the miniature one) here also for you who love an old but gold car from many years ago, you will find a lot of them here. 100k for entry ticket (high season) but if you come here?",,,
"This is a great vacation place for family with young children. The zoo is landscape is stroller friendly, and they offer motorized bike (must pay) too. The animals variety is good and the zoo also clean, lots of fun educational stuffs such as quiz about animals. After the zoo?",,,,"Museum Angkut is quite famous in instagram nowadays so I took a chance to came there. The museum is so huge and has lots of interesting spots to take pictures. There are lots of vehicles collection, bus, bicycle, even helicopter and planes. You can also took pictures outside?",,,
many animals and had theme park inside there  tips just buy ticket jatim park 2 only for one day because no enough time (Rush) to go another place such eco park or museum tubuh ,,,,"This place has any kind of transportation. Cars, train, aeroplane, helicopter.  You can get any spot to take a photograph, selfie. The location nearby Jatim Park 1, Jatim Park 2 and kusuma agro.  You can get lunch or dinner at floating market.",,,
We visited the zoo back in 2011 and we were amazed with the complete collection of animals displayed in the cages. This time we found several cages empty and some of the animals (especially Bengal tigers) were not as big as before. They looked slimmer and the furs seemed not too?,,,,"Quite interesting to see all the old cars and motors from Europe n America are here. Amazingly they are still running well... in the parade of the superstar area.  Good place to hang around with family while kids to learn with fun   At roof top, some replica of planes and?",,,
They have so many many animals. The zoo is very clean and the animals is being taken care so well. The zoo also provide many attraction. My child were so happy. We have a good lunch at a reasonable price.  I suggest go to the zoo in the morning. We can spent time in there until?,,,,"It is a museum of lots of antique vehicles. They provide flight simulator, Pasar Apung (somekind of food court but it floaded, it is so unique), kinds of games for kids, and beautiful memorabilia of transportations from time to time. If you like such kind of things like cars,?",,,
"I went there last month with family, entrance fee is quite expensive 100K, and you can only play 1x per attraction, and the play area is not too big as well.   Instead best to go to Jatim Park 2, not only inclusive the ecopark, museum, there's a play area like in BNS as well.",,,,"Our big family went there during Eid-al-Fitr holiday. No wonder it was super duper crowded. The parking lot was full, plus lots of huge buses that made the place more packed. The entrance ticket posts weren't enough for holiday season, resulting longgggg queue. Some of our big?",,,
This is the best zoo I have ever seen. So many animals there. Clean and comfortable to go here. You must go there.,,,,Wow. Knew about this museum from a travelling documentary I watched and I've wanted to visit it ever since. Managed to squeeze a day in Malang in my Indonesia itinerary and visiting this place was a good decision. The place expands to so many sections; it starts with the old?,,,
"This zoo is amazing, one of the best in Indonesia for sure. Combined with fresh air, less humid, the animals all look healthy and happy obviously they are well taken care and well fed make this zoo a nice place to visit. The animals are quite various, some we never seen before.?",,,,Great collection of any mode of old transportations! My 3.5yo really enjoyed it. Don't bring foods/bags unless you have little kiddies. Would be great if it opens from 10am instead of 12pm.,,,
I love how the zoo kinda leads us to enjoy this peculiar animals. Felt like an Ikea style of zoo :-) Small zoo but complete and enjoyable. I suggest to prepare your stamina to have a long walk and take your time to enjoy every crook and corner of it. Many surprises like a noah's?,,,,"My 3,5 yo son love it so much, car museum, plane, nice attraction in Batu Indonesia. Please come earlier because they just open at 11 am, If you late, will be difficult to find the parking car",,,
"Excellent zoo! I never thought indonesia has this beautiful and tidy zoo.  The location is easy to find, we rent a motorbike for a tour around the city of Batu.  A lot of cafe too so you don't worry when you get hungry after the long tour in the zoo.  Expect at least 4 hours for?",,,,"We enjoy the placce and the cars, but they need to add extra man power to control the crowd, very limited people controlling the crowd, people can go inside and anyhow touch the cars, this place is one of most visited in Batu, price at 100K per entry, and you will get so many?",,,
"It's one of the best zoo in Indonesia (never seen outside Indonesia, but i bet it's an international class zoo rated).  Starting the plaza, it was spacious, Easy access for wheelchair of strollers (including inside of the Zoo) The collection and the set up was increadible with?",,,,A must to visit in Batu. large collection of old transports. It also has museum of mask and a batik. WE also enjoy snacks and drinks here. entrance ticekt Rp.100k. ,,,
"The animals were all well groomed. The place is clean, Toilet was poor.  Good collection of attractions, friendly staff. awesome place. ",,,,My suggestions: come before 10 am so that you can park your car near there. Dont bring food and drinks because the security will check your bag. There are many variations of food you can choose so dont worry. ,,,
We really enjoyed the visit in the Batu Secret Zoo. The place is good for children. The place also wheel-chair friendly.  This year is the second time we visited this zoo. The zoo is really impressive. It has a lot of collection of animals. It is also really clean. Be prepare to?,,,,"Really good and interesting place to have fun for all ages. Nothing much for food choices inside though Pasar Apung is an interesting concept, but not too much seats available, so difficult if we want to enjoy the local food in this place Overall...have to give credit to the?",,,
"The place is really attractive and educating.. The animal are well maintained, their collections is quite complete..many animals that i've never heard before was in there. And also There is an amusement park inside. And also the entry ticket is really cheap. ",,,,The museum open at 12.30  But it was open at 11.00 for big holiday Dec or July . The ticket was 100.000 per person for holiday season. The display was care with well. The museum is clean Air condition running well Hugh people on holiday peak.  Take care you kids / young kids?,,,
"This is the first experience in my life that i could visited a very complete place for animal ( life animal , and also history about animal at the museum )  .. actually not just animal , we can doing other activites here.. swimming , playing , eating etc , and the most?",,,,"Superb collection of the classic cars.. love it! Also they are arranged in a unique way, based on the manufacturer / user.. <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC>",,,
"This is a quite an impressive zoo with many varieties of well-kept animals and rides. Unfortunately, we did not get to enjoy it to the fullest because it started raining two hours after we got in and the heavy rain kind of ruined our day.    We wore ponchos and walked around in?",,,,"This place is superb. Clean, well-maintained, cheap ticket, feels like in Disneyland. 100% recommended!",,,
"This zoo was excellent. Their collection is huge and all animals were look happy and active. Need all day long to visit the place and enjoy the scenery and also be part of their attractions. But if you are on tight schedule, you can take several shortcut and skip few places. The?",,,,"this museum is very amazing place to visit .. i wish i can be there again , there is very oustanding about transportation there :)",,,
"This is the best zoo in Indonesia, which very accesscible for all ages. They provide an electric vehicle for people who cannot walk to much. The animal are quite complete, and it seem well-taken-care...",,,,"Wow, this place provide huge historical about transportation (in Indonesia call angkut). They have arrange it so nicely, and honestly i was surprise it was such a fun place. Good show at 5 pm, and really nice places for photos.",,,
"Had some family trip there and we were amaze. Had so much fun and great moment. Well managed and worth the money. Good museum, clean zoo and fun park. You don't have to paid extra for playing at the park.",,,,"The collection is A LOT, and I really appreciate the effort to categorises<U+200B> and displayed them by theme. If you ever to Universal Studios, the ambience will almost the same (well, minus the rides and shows anyway). For photos taking this places is awesome. In the end before exit?",,,
Great collection of the animals. Also this place has a lot of various themes to show their animals. My kids love this place and free to play all the game inside the zoo. Worth it. ,,,,Going here with huge curiousity... due to my friend's visits here loong  before I did... From outside looks like an old warehouse painted beautifully.. hahaha    We've been there in short period of holiday in long Weekend...no wonder the long queue.. is everywhere...  Entering?,,,
Visit malang with whole family group (30 ppl). Batu secret zoo is a new concept of zoo compared to taman safari and ragunan. Its a new experience to me and whole family.  ,,,,Recommended museum to visit and have fun with friends and family.... Fun time and fun place..... You will have a great time been here...,,,
"When we entered Batu Secret Zoo.. we didn't expect that this zoo has so many animals! Even we can see all those big bodies and sharp teeth..  The cleanliness was also beyond expectation.. the cage, the toilets, the pathway... they really took care of it  There's only one?",,,,"We can learn so much about historical ships, chopper, cars, airplanes, rocket <U+0001F680> etc. The weather is good in Batu <U+0001F60D>, sunny and the view is amazing surrounded by mountains and hills <U+0001F60D>",,,
"Really awesome park, they are perfectly manage the park so the visitor can really enjoy the show.  I have been visited some of zoo in Indonesia and Australia but i think this is the best zoo i have ever visited.  There are few options for rail pass ticket, and i bought for Batu?",,,,"This museum must be provided by  hardworking and industrious people who love means of transportation. It's collections are superb, from ancient bicycles and horse cart, to a modern passenger jet aircraft. It's a great pity, I didn't find a full scale of ship that visitors can?",,,
Well done . Clean place . Love this place . All the animals looks healthy and energetic.  Nice show. One day is just not enough will come again one day. Well done to the management and staff. Good job. Rating 5 * <U+0001F44D><U+0001F44D><U+0001F44D>,,,,"Museum angkut is a good place for taking good pictures. Many kinds of transportations was shown in this place from the cheapest one to the most expensive one, land, air, and water transportations are available. Even the transportations in many countries. Great place to visit.",,,
Our family had a great time.. and we'll definitely be coming back again.  Many different types of animals and you can get very close to some of them.  We really enjoyed the animal farm where we got to feed the animals and pet them at the same time.  They have plenty to see and?,,,,"You can find all transportations type from old style to modern one, with special theme for every building, you won't get bored and will find surprises everytime entering new building",,,
"Very clean, organized. I once came here at Sunday and its very crowded, this time I came at Saturday and it's quite relaxing strolling around to see these majestic animals. They seems in a good condition. Although I saw a white tiger so thin and it keep walking back and forth?",,,,"It's a well managed museum in Batu. You can see lots of vintage cars and bikes from around the world.  And it also surrounded by theme park, there are mini hollywood, mini london, mini italy and mini Japan and etc. Lots of  photo spot. It's pretty interesting as park and museum?",,,
"The zoo is clean, very educational, great for family and friends. They allow us to have close interactions with the animals. The prices for taking pictures with the animals, food for the animals and food for human are very reasonable. Altough their food quality is so-so.  Taking?",,,,"This place is so adorable!! With breathtaking thematic interior design and of course the cars collection!! Not only that, they also have flowing market. Although this place suits best for older child, 8year-old and above, you can still enjoy it with younger child as long as he?",,,
"I visit the Batu Secret zoo with my kids and my parents...  So it means I am doing slow.... Thousand of animal from primate, insect and the big ones are very entertaining in those specific cage.   For elderly, zoo provides the e-bike for IDR 100k for 3hrs. This 3 cycle bike us?",,,,"Clean, affordable, large and very nice museum. Very enjoyable even though I am not a transportation fan.",,,
"this is the best zoo in Indonesia, very clean, with complete animal, and so tidy, good architecture, large land",,,,"A good place to visit in order to understand many unique and historical vehicles in the world. They have a lot of nice spots for taking picture, especially for the famous old cars, including some local culture ralated spots, as well as some foreign countries as vehicles?",,,
"Its very long way to walk but its worth it, we can rent an electrical bike if too tired but better walk so we can enjoyed many kind of animals and its clean area. Animals are in good condition and we must spend about 3 hours to look all inside this place.",,,,"Unique museum.  Many good spot to take a good picture <U+0001F60D> unfortunately for moslem,  there no praying room inside the area.  Praying room only at the outside the museum,  so you have to finished long route until the exit gate",,,
"This is the best zoo ever in Indonesia that we have, very clean, all the animals looks healthy and very friendly keeper <U+263A><U+0001F60A>  Save your energy by using e-bike rental IDR.100.000 for 3 hours, because this zoo is too large and force your energy while you walking around",,,,Nice place. Good view. Two thumbs up for this museum. Good for children too.. should consider to visit when you come to batu,,,
This can be considered as the best zoo I've ever seen. Many collections or even rare animals. Animals are in good condition. You can feed the giraffe! Two thumbs up!!! Must see. Feedback for management: please take care the toilets at the Playground / pool. Perhaps change to?,,,,"Museum angkut means transportation museum. So you'll see bike, car, traditional transportation (becak, delman, etc), airplane, ship, truck, etc. Although it is like 80% of this museum are cars, but you'll know that the ticket price is worth it for the cars they have. This place?",,,
"The entrance fee is kinda pricey but after you explore all corners of this place, it is worth it. Lots of endangered animals that you have never seen on your ordinary city zoo. If you go on the right time (around 1 PM) usually you can join the keepers to feed the animals. Love?",,,,"Located at the heart of Batu city, Malang - East Java Province of Indonesia, this is the big and the best museum of transportation, In there you can see various type and mode of transportation  from the traditional modern era from land, sea and air, including many of bikes,?",,,
"This is the second time I went here and this place always amazes me. They have great and cute animals and the zoo is also great. But somehow the cage is not so clean. Some animals are just sleeping and it makes me sad knowing that I couldn't play with them. But overall, this zoo?",,,,"Need more time if you visit in holiday, because need queue on each section, this place is good for improving children knowledge",,,
"Very recomended for kids.... place is good, nice and big space. Don't be afraid got hungry..so many store to bu food and drink Is better to get umbrella or rainy coat because it can be rain suddenly. This place is availabe outdoor and indoor area Very nice....must visit",,,,"this museum have a lot of kind transportation, with different theme, very interesting when we see the indoor part, but it does have a little part that we can take photo on the chopper or airplane at the roof top, but kind of small place with large amount of people so we have to?",,,
"This place is huge, so better to plan your trip. Entrance fee is IDR 100.000, but you can also get a package (jatim park 2 and eco green park) as IDR 125.000.   Opening hour (and how long it takes to explore) as below: Wildlife Museum: 10 am - 6 pm (around 2 hours to explore)?",,,,"There is a lot of old cars, bikes, carriages, and planes. A lot of picture opportunities here. You can experience a 15 minutes flight simulator for an extra 300k rupiahs. A few more extra on the ticket can give yiu access to presidential plane and pictures inside some old?",,,
"So many reviews about how excellent this place is, I'll just give you advice:  1. Prepare your health. So many things to see, so many things to do. 2. Prepare your phone battery, internet quota, camera battery, and empty your memory cards. You'll need full equipment! 3. Come?",,,,"Went there with my husband, sister-in-law and my 5yo son. The weather was nice. Sunny with cold breeze. Located in Batu mountain, Malang.  Most of the exhibits are indoor.  The collections they have are amazing. They have so many antiques cars, bicycles and many other?",,,
"Unexpectedly this place is amazing. Very attractive. We can see the animals, learn about animals, and play around as well. Love it!",,,,"Amazing place, collection & art work. Everyone from young & elderly enjoyed themselves thoroughly. So affordable. ",,,
There are various animals. The zoo is clean and organized. It is very cheap to ride an elephant/camel (Rp20k) and take pictures with birds (Rp5k/bird).  They also have an e-bike rental if you're tired. I think there should be more staff to greet us and they should put more?,,,,"Compare to other museum in jakarta This place really blew my mind  Huge place with touch of modern look make it doesnt look like museum at all But its more like an exhibition from old cars, bicycle, train, etc  ",,,
"a lot of animals in here are in endangered species in their habitat, so it was lucky for us to come to see them in here. the zoo is so clean and the animals are in good condition, seems they are happy and healthy. ",,,,"When i was planning to visit this museum i didn't think it would took hours to see all exhibitions. But i was wrong. I went there at 3 pm and stayed until the museum closed at 8 pm and i still want extra time. Maybe its just me that took too long because i love cars. Anyway, the?",,,
"The animals collections are extremely awesome.. For your convenience, don't visit at long weekend...",,,,Should bring your lovely family to spend time in Batu?...... YES!  Museum Angkut is one of the best place to know the historical transportation from over the world.  Suggest to come in weekday to enjoy the place instead of weekend.  Happy holiday!  ,,,
"Its The Best Zoo seen in my life!!Simple Amazing with all possible kind of animals !!Cheep and worth seen it!!! Clean and the animals are well kept, happy and active!The weather is nice and fresh,its very good for kids,they have many playgrounds ,rollercoasters and pools !!!And?",,,,"We visited this place in the afternoon. This place is a great place for everyone. It has indoor and outdoor exhibition. The ticket price is 60.0000 IDR. If you want  to use your pocket camera, you have to pay 30.000 IDR more. We suggest you to use camera in your phone. ",,,
This zoo is one of the better zoos that I have seen in Asia. The range of animals is amazing and they even have them in a somewhat natural environment rather than concrete and wire cages. Well worth going to if you are in Batu. ,,,,"Museum Angkot has many various domestic and foreign transportation that you have never seen before. The located is not difficult to find. It close to Kusuma Agrowisata and Jawa Timur Park 1. The ticket price is not too expensive. It will create unforgettable memories. Besides,?",,,
"From the gate entrance, you will be excited and admire. You will see hotel tree (not real only look like), Museum Satwa (Museum of Wildlife) and Batu Secret Zoo. The design so amazing. Ticket price start from IDR 75,000 nett/person (weekday) and IDR 105,000 nett/person?",,,,"There are many attraction places in Batu city, East Java. This museum will not only take you to Indonesian culture but also International too",,,
Not many animal here but in here have many playground. The more interesting is u can give animal feeding. Great experience,,,,If you can't go to abroad you can visiting in here. You'll see landmark of many country and if you lucky you can see a parade. Very nice!!,,,
"Don't come to Batu without visiting here. And give yourself a whole day or even 2. Pat the exotic animals, take a million photos of others, ride a camel and an elephant, watch the seal show, ride the roller coasters, and do it all for about AU$10.",,,,"Was amizing experience seeing heritage, evolution of people creation on transportation model. To perform the meseum need billion of investment which not many of people or country able to provide, and extra effort to collect from all over the world. It should be exposed world?",,,
"Most of the animals here are come from abroad. They are rarely found in another standard zoo. Some of them, especially those from America, are nocturnal. So perhaps you'll find them sleeping. The path are well designed and spacious. You can take the children swim inside the zoo.?",,,,"This is a sprawling attraction that not only brings you through the ages of automobile, but through various countries that produce automobiles. The price of the entry ticket is worth the vast and varies exhibits.  The GOOD  *  A huge collection of automobiles, motorcycles,?",,,
"This Place is so well maintaned, Clean and Fresh. with beautiful view of mountain..  Dont Worry to bring your family here. they also provide an e-bike ready to rent if you get tired.",,,,"It's a very place to learn about history of all kind of transportation. Educative, fun, clean and designed for everyone - all age.  But I feel not too comfortable because too much souvenirs seller.",,,
"so happy to see a lot of healthy and happy animals there with a very nice weather. the place is not that big actually, but they arrange it cleverly so that you'll feel like walking for a really long distance. Totally recommended for those who like and able to walk for a long way?",,,,"We visited Museum Angkut in September 2016. The place was huge, so do allocate at least 3 hours of your time if you bring kids. The museum has collections of vintage cars, motorcycle and chariots. They have miniature of China Town where you can take photos posing as street?",,,
the zoo is clean. everything maintain very well. the animals treated very well & healthy. i suggest to rent e-bike as the zoo is very large. there is little water park inside and play area for kids. Will back again for sure!,,,,"One of the best tourism spot in Batu city which must visit, plenty of car collection combine with architecture and decoration, wide and huge area",,,
"Best place to take whole family members to. The elders would enjoy to travel on e-bike, the children will never get bored with the place since the animals put really close to them,they can really interact! But the best thing was the weather. We didn't feel exhausted and sweating?",,,,"Really love our visit there.. The museum has an outdoor area between buildings, so make sure to get (buy) a raincoat at the entrance when it's raining <U+2614>.   A must seen museum, takes about 2-3 hours to get to see (and take photos with) all the collections   ",,,
"I recommended this place to family. This zoo is highly international standard. Your kids will love the zoo. They have african zone, reptile zone, farm animal zone and many more. The facility is also good, they have free rides and games for young children... they are FREE. This?",,,,"We spent 3 hrs there. The worlds greatest collection of land vehicles (probably). So many vintage cars, mcycles and bicycles. I love the displays -according to the countries the vehicles were manufactured. I have never seen such a large number of antique motorcycles in one?",,,
this is the best zoo in Indonesia. well managed and maintain. clean!!! the animals came from many countries in this world. so don't need to go abroad to enjoy a zoo,,,,"i have spend more that 2 hour to explore all area and take picture for my collection, but satisfy. nice place for family ",,,
"I was not sure whether it was a school holiday but i was pretty sure it was not. But the zoo is so jam packed we almost run of breath just trying to get into the entrance. But inside...although was still full, it was a haven of zoo... beautifully laid out, with many selections?",,,,"First time visit here... i think its just full with means of transportation, cars, bicycle, train, and so on... but i amaze with the airplane museum n the world landmark replica... for your info : dont waste ur time at the car museum at the beginning of museum, cause the next?",,,
I could say that secret zoo is the best one i have ever visited in Indonesia. They're taking care the animals properly. Also many kinds of themes in each part of the zoo.. the place also provides many free amusement park for children and adults. ,,,,"The place has a real good vibe to it. Whereas it got interactive displays and an abundant collection of cars. The place got really great photography spots and really nice canteen. The price of foods and drinks there is a bit overpriced, and being inside the place will give you?",,,
five star !!! wide and huge animal diversity on display staffs were very polite and helpfull food in the area reasonably priced. very satisfied many attractions they offered for free (taking photos with chimpanzees. lion. birds).. thumbs up for that!! even better than singapore?,,,,"It's awesome and attractive.  Lots of learnings for all ages. History of aviation industry, ships, and cars. Different international cities styles.",,,
OMG We love to go to this place so much. We never know how big is this place as we have to spend a whole day only for this place. Can't get anough!,,,,A great museum for car fans. It had massive collection of cars. A good 1 hour walk  to cover the whole ground. ,,,
"We had a great time here.  Exploring all the rides. If you have children,  we recommend to use e-bike. It helped us a lot,  because the area is huge and there are some high ground,  it's tiring for children to walk around. The food are so-so. But we enjoyed our time there! ",,,,Must visit tourist attraction ... i like the old vehicles they have .... and pasar apung is very excited ,,,
With minimal cost (around IDR 85k on weekdays) you could see a large place with a lot of animal. The animals places on a unique and cozy cage (I think it's comfy for them) and you could see them directly (almost all of the cage is surrounded by glasses). you should go to this?,,,,"Awesome! Recommended! <U+0001F609><U+0001F44D><U+0001F3FD><U+0001F44D><U+0001F3FD>  Bring the kids, your family! Admire the awesomeness of this museum! ",,,
