Rotterdam,Losari,Taka,Bantimurung,Tanjung,MaxOne,Harper,The
There was a very loud culinair competition going on when we visited. Spoiled the entire historic atmosphere. I agree that using historical sites is fine to keep them relevant beyond tourism. Just feel unlucky this time it spoiled my visit.,Losari beach is a place for couple to just hang out and spend the evening. It is been like that. The most famous pastry is: pisang epe. It is baked bananas with heavy palm sugar syrup. Sometimes they add Durian on the syrup. Enjoy  ,,,,,,
"Remembering the impact of Dutch colonization is important in Makassar, both to locals and foreign tourists.  Exhibits are modest; be prepared by having done some online research beforehand and enjoy the old buildings and spaces. Sad to say, it was also used as a prisoner-of-war?","good beach event without sand beach. due to there just a concrete pavement, so the atmosphere is hot enough. it need more plant.",,,,,,
Especially interesting for Dutch people. Museums are not related to the fort and do not have valuable collections but it is fun to see the fort from the inside as well. ,the main reason to come to losari beach is not about the beach or picnic but Sunset. so that point really called us to allied with most of local tourist. yet we are not lucky enough.  the cloud perhaps covered the sunset. the beautiful amirul mukminin mosque took us impressed as?,,,,,,
"From Malang i already plan to visi this fort rotterdam. Guided my rent car and great driver. No ticket entry here, not modern and complete castle. You can see museum from diponegoro history. Souvenir is sale in this fort rotterdam. Just make us understanding about history.","Great place to taste local food and snack, must try pisang epe that sold at losari while watching a very beautifull sunset there. Will be crowd around sunset till night, have a lot of restaurant around there ",,,,,,
It was my second time going to Fort Rotterdam. The place is neat and great for taking photos. My sister really enjoyed her time looking at the things at the La Galigo Museum.,"it is a good place to take picture, to show your friends you ve been at makasar. It has big letter CITY OF MAKASAR and PANTAI LOSARI. Go there at the sun set, it s a great landscape",,,,,,
"When you enter fort Rotterdam you are asked to make a donation (amount is free of choice), we found this a bit strange as all locations we visited in Indonesia so far had a standard entrance fee. Insight you see the old building which is quite nice. Also, there are two little?","Well, this definitely a place you where you can hang out, try local street food and do a bit fun by hire a boat to take you around the Losari beach. You can hire a full boat or pay per person. This area normally getting crowded around sunset time and if you walk further up a?",,,,,,
The colonial history here is integral to Makassar and its heroes. A visit to teh well maintained museum keeps you engrossed in its origins and developing history. Worth a visit,I think they should revise the name of this place.. because there are no beach in this place.. however this is the most crowded place in the town especially during the sunset. And not far from this place you will find many local restaurant with it is variety. But the sea food is?,,,,,,
"This is a fort, built during the Dutch colonial in Indonesia, hundred years ago.  The place is still looking good and maintained.  And it is free. A must visit place in Makassar ","It is definitely not a beach. Losari is very crowded during afternoon/sunset. However, I was amazed with the cleanliness of this spot eventhough there are so many people there.",,,,,,
"Fort Rotterdam is a fort built in Makassar on the island of Sulawesi in Indonesia. It was captured by the Dutch in 1667 and became a center of Dutch colonial power in Sulawesi. Following the Java War (1825?1830), Javanese prince, and now national hero, Diponegoro was imprisoned?",great place to be visited because there are so many street snacks we can buy and also the sunset view during 5 pm.,,,,,,
"Ok, it is not going to blow you away but it is a nice way to spend an hour.  If you read your guidebook before you go in, you do not really need the services of the overpriced guides who hover around the entrance, nor do you need to pay extra to go inside the  amuseum .  I have never?","The scenic Losari Beach, which is a quite well known tourist destination in Makassar, has a new attraction. Recently, an exquisite mosque, called Amirul Mukminin, has been constructed there. This attractive thee-story mosque is built above the water to present a majestic?",,,,,,
"A well presented historical site, we went into the museum inside and had a guided tour of the Fort. The guide spoke excellent english, and gave an in depth history of all facets of the fort. well worth the visit.","this beach is good with board losari, toraja. but very hot on the afternoon. while i visited have someone was broadcasting film on there maybe local film. surrounding have shop can buy clothes",,,,,,
Like : The Dutch looking beautiful yellow building. Dislike :They should not use the place to do event at the peaceful looking building. Too crowed with locals and hardly have place to move. ,"Losari Beach is one of a lot tourist destination in South Sulawesi. the kind of people. delicious Pisang Epe, near with the craft shop, hotel and there are some spot for kids to playing car and so on. but i disappointed with the beach. there much of trash. keep clean for better?",,,,,,
"i have been in makassar only for couple of hours, so i visited this fort, it was amazing for me, to see this beautiful fort. cuz in jakarta we couldnt find this kind of fort anymore, the place is so strategic along the streets. wish i could go back and visit this fort again","Walked around on Saturday night. Lots of people with young children riding the electric toy cars. Nice to have seen, but not that special for a city this size. I had expected some street artists to entertain the crowds with magic, acrobatixs or some other entertainment.",,,,,,
"Obviously a well-loved landmark, worth seeing to appreciate the history. I just loved seeing and holding  an Iguana! ",This beach had been revitalized. Now you can walk along the beach or just sitting waiting the sunset. But the beach itself is dirty. Many trashes in the beach. Feel shame about this.  You can easily find merchant whom sell drinks or snacks. Not far there are many cafes and?,,,,,,
"You can learn some history of South Sulawesi in the museum, only if you speak Indonesian. There are few English descriptions of what you are seeing. If you are not fond of history, do not bother to visit. The buildings are sober and the cleanliness is poor. The weather is very?","I think this beach is common to visit. Because when afternoon its not crowded, in the night it become market called ""pedagang kaki lima""",,,,,,
"even though this fort is one of the most visited place in Makassar. but actually it is not that good. it has historical value of course, compared to other forts in Indonesia the building is not that good. nonetheless, it has a very large area and nice museum. so, you can learn?","Came here with my partner, coz people suggest to come here. For me, I did not see anything special. Guess it is popular for the locals for hanging out in the afternoon or evening. ",,,,,,
"need improvement on the cleanliness. it is actually a historical site, it should be cleaned often. you can take cool pictures from the top part of the fort.","Losari beach is the beach with no sand, it like a dock. But every afternoon a lot of people come to the beach to wait for sunset time.  And a lot of people selling grilled banana and local beverage call sarraba.  The dock no too clean and no other fasilities like toilet. ",,,,,,
This place reflects good history but surrounding is not attractive enough for visitors except for nice landscape which is good background for taking photos. Clean museum and surroundings.,"1. its not a swimming beach for sure, because this is a port.  2. lots of street seller 3. so far its a safe place for me, i never have any trouble when im there, but its always important to keep our belonging insight.  4. its a place where they held major celebrations like (new?",,,,,,
Fort Rotterdam is a very interesting historic site in Makassar City on the island of Sulawesi in Indonesia.  The site is very well laid out and easy to navigate. An interesting museum but quite steep stairs to get to the upper levels. Put aside some time to have a thorough loom?,Best place to be to see the beautiful sun set and take great photos as there are lots of statues and monuments that represents Makassar along the Boulevard. Go during the evenings as that is when the push carts selling local delicacies are there. Plus its not so hot and humid. No?,,,,,,
Please make the effort to visit this fort.  This fort is a very fine example of forts of that era I know that it will only take 15 minutes to see the place but it is worth it.  I am saying this as it under visited and it deserves more.,A delightful waterfront. There are big signs giving the name of the place and three parts devoted to the main type of people. Nice big statues to take pictures of on all 3 parts. Big Mosque on the left side very holy,,,,,,
The area is not too big and can easily been seen without a guide in ten minutes. With 150.000/person you can attend to both museums and especially the other was an interesting opportunity to update your knowledge regarding to Indonesian cultural heritage and learn more. As?,"Do not assume that Losari Beach is similar as Kuta Beach. You can not swim here. But try to visit at night. Lots of food vendor, as well as other vendors who offer you children toy, shirts, and even gemstone.",,,,,,
"most visitors do not care about cleanliness of the place, trash everywhere, gravity everywhere, ...it was so sad and annoying to see that.","I came at daytime, so there is nothing to see except the landmark ""LOSARI"" words. But at nighttime this place is such a hip place for Makassar youngster, especially, because of the mobile food stalls which came there after dark.",,,,,,
"We visited Fort Rotterdam on a sunny and hot day. The buildings are sober and not very glamorous, in typical Dutch Protestant style. We paid extra to get into the museum but not much was to be seen there on one side, the opposite site (use the same ticket) was much better.",If u ever come to Makassar then dont forget to spare some time visiting Losari Beach since this is the perfect spot viewing sunset ever.,,,,,,
"The museum at the fort is very interesting. There are actually two museums, the main museum on the South side and a smaller museum on the North side. Plan on spending an hour or two and make sure to check out the corners of the fort.  ","not so clean, could do better, but overall is okay, its got fantastic view in the afternoon. worth a photo shooting.  ",,,,,,
"As a foreign visitor I was charged IDR10,000 per entry. Very cheap. The facade of the fort was imposing as seen from outwards. The old and damp wall surrounding the area exudes  its authenticity. However, the seemingly modern buildings (assigned in alphabetical identification)?","Unfortunately, this place falls into the  rubbish ridden  catagory which is all too common throughout Indonesia.  The shops and restaurants around are ok, but the beach and promonade need desperate attention.",,,,,,
A remnant of the dutch colony in Makassar. The museum exhibits is quite interesting. Recommended for photographer as the fort is quite beautiful.,Like: the hawker stall set beside the Beach so you can watch the sunset as you sip your coffee and enjoy Pisang Epe. Dislike : Not really a place for swimming . Too little shopping  places at the place unlike Phuket,,,,,,
"just a short visit at night when this place hosted a music and culture festival, the site is impressive but no chance to explore further :(","We walked from our hotel to an open air eating venue which we really enjoyed...maybe 1.5 km...the activities on the beachfront made for an interesting walk....lots of family activity, colourful, moving rides for little ones....it is always lovely to have water views and see?",,,,,,
"A leisurely visit to this place with adequate time to browse through the artefacts and displays in the Galigo Museum will take about 2 hours at least. I went twice, once in Nov 2014 and once in Feb 2015. The museum admission costs a token sum of 5000 rupiah. I learnt the meaning?",we went to lots of beaches before especially in our home country Malaysia and ours are a lot cleaner as in this place we can see so many rubbish floating around,,,,,,
The Fort is interesting but there are few english descriptions of what you are seeing.  I was reading wikitravel but that is not enough to understand what you are looking at and how it impacted Makassar over the years.   We found a local guide who spoke very good english.  He?,"The place is run down and very crowded. We went for the sunset and it was really nice. People just sat everywhere; on the floor, on top of statues, on about anything. ",,,,,,
"Nice site, ideal for an afternoon stroll, and quite fun with several local students taking pictures with you and asking to practice their english for a few sentences.",Enjoy beautiful sunset on this iconic landmark of the city. There are many food vendors along the street. You can walk to Jalan Somba Opu to buy some souvenirs.,,,,,,
"Nice old dutch fort. The two museums in there were not so interesting. It is nice for a short visit. It is a pity you can not get inside the houses, except for the buildings with the museums.","This beach is really mess! Rubish everywhere, in the street and also in the sea.   But you can buy some food called "" Pisang Epe"", so many people selled this nearl Losari Beach",,,,,,
Interesting buildings and the air conditioned building provided relief during the hottest time I would the day,"Losari is a good place to spend time waiting for sunset. But feeling so bad coz we can see rubbish everywhere, specially on the water. Need awareness from everyone to make it better.",,,,,,
Full of school students but a good overview of the local history and culture. Its a pity only one side of the museum has English comments on the displays. One visit enought to see it all.,"just like your ordinary beach, they dont have white sands for sure but you can see the beautiful sunset here, it is s pretty!",,,,,,
"this place would be nice to those who really love history i guess...nothing interesting,but its free and it was just a short Beca ride from our hotel (Aston),so...since it is in the things to do list in Makassar,we gave it a try..","When you visit Makassar, you should go here. Best time is when sunset. You can enjoy the sunset while you are eating its traditional food,  pisang epe  or maybe  pisang ijo . Please bring your camera also if you do not want to miss beautiful scene.",,,,,,
Walked over from our ship in the rain to Fort Rotterdam which was built in 1667 by the Dutch.  There is no charge but you can give a donation.  Worth a visit even though you can not enter most of the buildings.,"This is a good place to take pictures specially during sunset time. This is a crowded place where locals hang around. There are also a lot of stalls selling the famous local snack ""pisang epe"" or grilled banana with different flavors for topping. Just a walking distance from our?",,,,,,
"Liked : Museums, Old buildings, Cultural Attractions, Traditional Art Performances. Disliked : Nothing to be disliked.","Best time to go to LOSARI is in the evening, here is the steps on how you can enjoy LOSARI at it is best;   first you got to enjoy the sunset there, and took a picture at the LOSARI landmark name.  second you got to try to local cuisine that sold by street vendors, which is?",,,,,,
"With such a rich history, one of the few tourist sites in Makassar is definitely worth a visit. You will be required to pay a  wouldonation  at the entrance with an additional fee for the museum. Most of the buildings within the precinct cannot be entered and you may be approached?",The beach is not that good (out of my expectation). But there are so many attractive place to take a picture! But the floating Mosque near the beach is awesome!,,,,,,
"For the shake of history and a bit of knowledge for my son/daughter need to be aware of, I decided to introduce this fort to them, where honestly even me never revisiting this place during my many years of time there, I mean Makassar.  Although almost nothing improve in it, my?","We could run along the beach frontier in the morning because not many people around. However, in the afternoon tables and chairs were set up by the food traders along the assigned area. This drew many gastronomics to have their fills. It is the best place to while away your time?",,,,,,
"There were not many place to visit at makassar, so we came to the fort at noon. There was Pangeran (Prince) Diponegoro jail, but we can not go in. We visited the museum inside, and they collected entrance fee. Another rooms mostly locked, without any explanation or reason. So we?","This was a good beach in the past, but the glory has worn out as it became the hangout spot for people of all ages. Trashes from all the street food are everywhere. If you like crowded beach, then you may like it. Otherwise, I suggest other beach, Akkarena, around 20 minutes?",,,,,,
"You may find that at Colombo, Sri Lanka, there is something almost identical to Fort Rotterdam.  If done right, this Fort shall be like the one in Colombo for restoring the structure to its rightful place and housing commercially successful business.  Here, the Fort has been used?","Good Tourist Destination Point. Natural Beach at Capital City Easthern of Indonesia  Onest Famous Traditional Snack Food of Makassar "" Pisang Epe "", and many more. Good trip for you. Nice looking and enjoy the city.",,,,,,
"I grew up nearby this fort. So memories of playing hide & seek & learnng to ride bicycle here are part of the nostalgia I have about tjis place. In objectivity, it is an interesting, well preserved example of Dutch modified defense fort...that can be found in various global?","Losari is an icon of the city of Makassar. The place is usually crowded with people in the afternoon and evening. But on Sunday morning, usually the way to Losari closed for motor vehicles and used for sports activities such as aerobics or mass gymnastics. Sometimes also be a?",,,,,,
"Actually im not a person who like to visit forts, but since i was visiting makassar and have nothing else to do, i decided to take a look at this famous fort. The admission ticket itself is very cheap.  The site is quite ok, there is some beautiful spot to take photo but lack of?","I first came to Makassar in 2007 before the current beach facility was built.  There was only a busy road along the waterfront.  Now Losari Beach is built, and it comes alive at night with street food, tourists, Indonesians, and all kinds of things.  Visiting is a must if you?",,,,,,
Very nice historical monumemt showing the umportance of Makassar as the center of trade flows from West to East Indonesia especially Amboin. The Fort had been neglected for years but with funds from Rotterdam Netherlands has been renovated. A small museum in the fort showing?,"Makassar is one of the biggest city in east Indonesia. There are so many amazing places in this city. you can start from Losari Beach. You can enjoy sunset here while eating ""pisang epe "", a famous traditional food which made from banana.",,,,,,
This fort could be a great attraction if there was more focus on English- speaking visitors. Although tours were offered there was a language barrier both in the guide is command of English and also in the majority of the signage being in the local language. Not sure if the tours?,"Be ready to watch the beautiful sunset at Losari Beach daily from local time 5:30pm to 6:00pm. Full of tourists and local Indonesian. Every spot is a good spot to take the best shot of yourself or group photos, even selfie. Lots of local snacks and hawkers stalls for?",,,,,,
"The museum in the fort is allright, but the fort itselve is not very interesting. If you have to stay in Makassar it is quite OK to go and visit.","Not much happens during the day, but comes alive at night.  The vendors line the street and sea wall with everything from food and drink specialities, to clothing, toys, games and rides for kids.  We enjoyed going out each evening to see the Makassar community enjoying the?",,,,,,
They charge now for the visit in the museum. I am not sure if you really are obliged to pay the entrance fee at the Fort itself ;),Not sure why it is colled beach if there is no sand :) nothing interesing to see - it is just a horbour with a lot local teenagers outside :) I do not suggest to include this into your plan :),,,,,,
"You had to pay to see what? I found it pretty boring and a lot of the info was not in English, although some randomly was. ","the area was quite happening with locals spending time with their family and kids,hawkers along the streets selling pisang epe,drinks and seafood,but it is dirty.. i did a quick stroll since its not so far from jalan somba opu where we did our souvenir shopping...",,,,,,
On entry there is a donation charge. You can get a guide if you wish.   The fort is laid out with various buildings and ramparts. Heaps of fun to explore and talk with people.  I was so lucky as there was a traditional dance festival and it was so entertaining and the dancers?,"The beach itself is not interesting for me. The only thing I like in this place is sunset. you can enjoy beautiful sunset at this place. But if you like to try local food, there are a lot of vendors offers pisang epe . It is grill banana with many kind of sauce special from?",,,,,,
"A  nice to have  visit, I would say. Do not expect to much because this is just another Dutch building in Indonesia. Long time ago, it was used for Dutch defense area, also there is a prison and hole for torturing inmates.   It was cheap, only around Rp10.000-Rp 15.000. Wear?",the name fools you.  it is a long concrete boardwalk on the water.  no sand in sight and no way to get into the water.  but still worth a visit to see some of the art work and statues and the vendors.  a good place to go people watching,,,,,,
This fort is just as uninteresting as Makassar. You pay what you like at the gate (normally 10.000/person). Spend that money on something else unless you love dutch history (or if you are dutch).,"The beach is not like a beach in my opinion,,because the land is very high that we can not see any sand like other beach. The Masjid Apung is the only a nice one to see there, beside the beautifull sunset. Try to eat nyuk nyang near the beach. It is kind of meatball that have?",,,,,,
Fort Rotterdam is a very well preserved historical site but it is biggest drawcard is that you get to meet many friendly Indonesians on holiday. ,"there is a beach in makasaar, named losari beach, just a few minutes walks from my hotel.  after came to the beach, i can smell men is piss everywhere. just like toilets have been moved here.  EW, terrible.",,,,,,
"if you have a couple of hours to spare, fort rotterdam is a good window in the history of Sulawesi and the dutch invasion. ","There is a big sign stating Losari Beach upon arrival and you may find that beach to be artificial-like.  Makassar is aesthetics and beautification campaign shall be conducted by professionals rather than done in a hotch potch way.  If you are looking for a white sandy beach, you?",,,,,,
"The building architectural is still like in the old days, but many of modern stuff like Air Conditioner outdoor that place around the building, and make it just like ordinary building. The best Fort in Asia, I guess they must learn the building conservation like Fort Santiago in?","Surely it is way better than Ancol beach in Jakarta, but still it is a  beachless  beach. The shore is made of concrete, so no sandy beach. Along the beach you can take pictures with giant letters forming ""city of Makassar"", ""Toraja"", ""Losari"", ""Bugis"", etc. And there are many?",,,,,,
"I am not fond of history... most buildings was renovated. The fort is only the front part where not much left.  There is museum in there [did not visit] The centre building was the church, which has been changed functionally","Losari is just a mediocre beach with an ordinary sand and a sunset. But it just nice to sit there waiting for sunset while having your pisang epe (a local food) poured with those superb brown sugar sauce, sometimes mixed with durian! for you who dislike durian, you can have one?",,,,,,
"Personally i didnt find this museum had anything of real interest to me,the guides are good in that they are well informed on the history of this area,but all it is ,is really just some old well kept buildings with manicured lawns,quite disappointing really!","Hotel Losari Beach Hotel is a modest but  pleasant hotel, not expensive and mostly local businessman from Java use it. But also foreigners who know this hotel. I stayed myself some 7 years ago in in Losari Beach Hotel. The hotel is situated at the sea front and when lucky to?",,,,,,
"Lovely place. I like the museum I La Galigo inside the fort with its great collections. The tour guides there having good local culture is knowledge. Strategic area... as close to Losari beach with lots of local food stalls, to have culinary adventure as bonus...","Losari beauty is hard to describe, if your friends go to Makassar, if not stopped at Losari feel there is something missing. Losari meeting place for tourists both domestic and foreign, they want to enjoy the beauty of the famous Losari in this universe. Losari is a travelers?",,,,,,
"It;s not the best museum in the world, in fact you see better replicas of the Bugis sailing ships in the gift shops but the information os comprehensive and interesting - it gives you a good understanding of the history. Although the other side of the museum lacks English labels?","Old parts from 1511- 1945 ( Kingdom of Gowa ( Sultanate  - Portugese - Dutch - Japanese Occupation ages ). New Parts started 1990 is Modern Buildings and Facilities : Malls, Supermarkets, Restaurants, Hotels, Banks, Theme Park, Shopping Centers, etc.",,,,,,
"Fort Rotterdamn ~ Several years ago, I went to this museum and to be frank this museum just like old castle open for public. But since last year and this year, I saw some part reconstruct to be better one. Feels hot if you come after 12 PM. Inside you can found history of?","If u are looking for a sand beach then its Not for u BUT if u want to have sunset pics its very nice place, in evening u can see a lot of people over there. On another side of road u can find so many small shops selling some banana food and juice , u can sit there till late?",,,,,,
"We visited Fort Rotterdam briefly on our trip in Sulawesi. The area offers some welcome shade under the trees and inside the buildings. The buildings themselves are well preserved, but not very extraordinary.","As being from Timor-Leste, I really enjoyed visiting this place! You can pay for Perahu Bebek and take a cruise around Losari.",,,,,,
"First of all, there is actually no entrance fee for Fort Rotterdam as it is supposed to be free of charge but there is no such things as ""free of charge"" in Indonesia. I have been here several times either going solo or bringing any friends who come visit in Makassar. Some of the?","There are plenty of restaurants and Street vendors in the evening. We enjoyed some evenings and many beers at Losari Beach, it is popular with locals. And you can enjoy a good view from the roof top restaurants. In the evening you will not see the rubbish and dirt anyway :) .?",,,,,,
"This attraction only gave you the experience to see the building. But, if you get lucky you can go inside the room which show some of the good stuff. Thats it..",How hard would it be to have early morning cleaners and someone in a little row boat scooping rubbish from the water? Not a tourist attraction at all.,,,,,,
Entrance is a donation to see these very well restored buildings. Guides are available but you can just wander freely and enter the 2 museums. If you have time to fill in Makassar then stop by the fort as well as visiting Paotere harbour (Rs5k) and taking the boardwalk at Losari?,"the view supposely beautiful but unfortunately the smell of trash and all unwanted waste from the city and the surrounding small islands, including the restorants and hotels are making it worst experience especially in morning, you can even find beggars and street hawkers?",,,,,,
I love the buildings. I love how the locals actively use the place to do their art activities.  It is well maintained.,"In the said ugly also but, taste in view. In said Tasty on the Refer but ugly. This is one of the uniqueness of the beach Losari. Do not tell me you have been to Makassar city if not stopped at the Losari Beach. Losari beach is a very pleasant place for recreation. Let alone?",,,,,,
"Nice to see and read a bit, but nothing special for me. Think you dont need a guide to walk you through. ","there is no beach. It is a boardwalk but the walk is great - watching people, mosque, boats, etc  very relaxing and heaps of people who want to talk.",,,,,,
"In March 2013 I went to Fort Rotterdam on a sunday & found that Sunday is the day when many of the young students meet to practice speaking English. Being a ""Bule"" I was pounced upon for them to practice with. I spent 5 hours there & met wonderful people who invited me back to?","Absolutely nothing more interesting to do here beside taking pictures in front of Losari Landmark. A mainstream picture that means you finally visit Makassar.   Nothing special, just take several photos then go out for culinary journey!  ",,,,,,
"near losari beach, you can find many bastion around this fort. la galigo museum spotted in this area. the museum is free, but the tourist usually give a tip to the guard, you can go to museum la galigo for 5000rp for adult.",Losari seems to come to life at nighttime. It is fun to watch local families enjoying themselves. If only the sea was not polluted it would be a nice beach...maybe one day!,,,,,,
"Visited on a Sunday when full of school children and scholars studying English Language. Particularly enjoyed the museum of local culture - including tau tau, ceramics, and ships.",The best attraction here was the lovely ocean sunset from right across the popular Kareba Seafood joint. One could also get a pencil or crayon portrait painted on-the-go at the Losari Art Gallery.,,,,,,
"We enjoyed the limited amount of our exposure to the layout of this old Dutch stronghold from the days of dutch Colonization.  We would have loved to have seen more and took more in but we were  conned  by the  official  tour guide, paid to perform his duties, into him?","It is not like a beach. Place for the local to hang out. What we did here was taking pics with the PANTAI LOSARI sign.  And it is very crowded. All along the road, there are many Pisang Epe food-carts, local snack which is baked-banana with brown sugar sauce. [sweet - I do not?",,,,,,
Fort Rotterdam was built by Dutch colonial in Makassar on the South Sulawesi in Indonesia during the 1670s. It face Losari Beach. The fort became a center of Dutch colonial power in Sulawesi. Near the end of the Early Modern Period (1500 to 1700). From 1700 to 1900 it was a?,"People call it Pantai Losari (Losari Beach) but what I see is a concrete savanna, not a proper beach! It works well as a public open space, though. However, it would have been so much better if it were not covered in concrete. It is good to see people taking their children to play?",,,,,,
"Great location (opposite the beach/Makassar harbor). You can enter the place by paying whatever you like (giving donation), but if you want to enter the museum inside, you will have to buy a ticket. LOTS of rubbish right in front of the Rotterdam sign :(","Do not waste your time on the  icon  of Makassar as there is just no beach left, just the smell of garbage and untreated sewage...",,,,,,
"When we where here while travelling Sulawesi, we found Makassar a terrible city with not much to see or eat. This was the only highlight plus the airconditioned supermarket... Not many visitors, so you can walk around without beeing disturbed. Well kept.","The name Losari beach does not necessarily mean that you will find a beach with shore line, sands, or people swimming; Losari beach is more likely a pier (mostly because there are no sands to be found and you cannot swim here). After the renovation, this place has transformed a lot?",,,,,,
"It is very nicely restored and the gardens are beautifully maintained. I was led to believe that the museum had little in it. To the contrary, I spent over an hour there, and found the exhibits and interpretative material excellent.","This is a pleasant walk at sunset, the mosque lights up and shines on the water - just don;t go there hoping to have a sunset beer.. you can find them upstairs in rather shabby cafes - but not where you would really like to have on, by the water.",,,,,,
"you should try to visit this place on the night. it will give you different experience, adding some horror experience to your visit",I spent my life in Jakarta which difficult to find place like Pantai Losari. 2010 I went to there and found many kids ask for money and they sell some snack. Return back to Makassar for business but lucky only 3 times can visit.. Surround with many hotels and restaurant. You?,,,,,,
"it is clean, but nothing interesting and very hot. You only need to donate as much as you like before entering.","The beach is only a symbol used by the community to remove the boredom dimakassar everyday, you can not play sand and also not recommended for swimming. but to take pictures and play with the kids, culiner tour, and a place for jogging this may be an option. initial concept of?",,,,,,
"I like to spend an evening in this place, it is fun to enjoy the public space and the yard inside especially when we  are up to the wall and wait for sunset","losari beach, i think this place is not a ""beach"". you can not find sand, you can not make a sand house. it just look like a foodpark, a plaza for walking see the sunset, haha. but you can grab some nice photo in this place, also you can eat ""pisang epe"" a traditional food made from?",,,,,,
"Much to my surprise, the fort was not as I expected. The place really needs to be properly maintained and governed.  Do note that there are NO Entrance fee. The guard will basically ask for a donation. Whether its for the fort or himself, only he knows.  Has two museums which?","Sorry, friends! This is not the place which worth to called a beach. This place should be called the park with a food court. You will see when you there. :))",,,,,,
"Makassar left very view historical site as the citizen and government did not manage it well. So for people who like history and culture, should come here. Yes there is a donation when you fill in the guestbook, you can pay for only Rp. 5000 or more if you want. Inside if you?","If you have time spare in Makassar then the Fort Rotterdam, Losari beach boardwalk and Paotere harbour will fill your day and you can grab some nice photos.  None of them are outstanding compared to the rest of what Sulawesi has to offer.",,,,,,
Be aware that the donation you are asked for at the gate is not the enterance fee for the museum which is extra.,"Nice view early in the morning but once there is light, you will see trash floating around in the water and local men ready to gawk and cat-call at you.",,,,,,
"Unless it is the only ""old"" think you will ever see in your life, do not bother with Fort Rotterdam. It is an old walled set of buildings painted in yellow and red. There were four paintings in the ""museum"" which took 1 second to view and for which they wanted to charge us 10,000 Rp?",Nice place for hang out at nite.  You can try to enjoy traditional food a long of thw the beach.   You can try traditional lorry.  The name is Becak,,,,,,
It is a well kept colonial Dutch fort. It has some exhibits. It is way above average in the Indonesian standard. I have seen many forts already around the world so I did not get excited about Fort Rotterdam,"Losari Beach actually is nice beach, as you could enjoy the smell of sea water and in the afternoon could see sunset. However, right now Losari not so good for tourism like few years ago, it is crowded now, alot garbage and of course really hot. But you could enjoy culinary?",,,,,,
Excellent for photography. Especially just before sunset. Great fort right in the middle of bustling city. A must visit for historic and photography lovers.,"This is a central gathering area for Indonesians in the evenings and on weekends. On the upside, it is generally clean and friendly. On the downside, it is pavement adjoining the sea. There are a lot of food-oriented street vendors and on Sundays the adjacent areas give way to a?",,,,,,
This is a location to visit when your hotel is near and you can stroll along the road with street vendors to see this as there is not much to see. You can visit the museum or the the site with buildings but that is really it. I went there just before sunset and before having Ikan?,"This seafront atmosphere too crowded so I could not enjoy.  Simply me once to this place because I was curious about this place  And, please beware of pickpockets....",,,,,,
It is a very historical spot in Makassar but it is not managed very well by the local government. We had a bad experience get into the site. When we were at the gate a couple of staff asked us to fill the guest book before getting in and asked us to give donation but it seems?,This place was nicer few years back rather than now though. The good thing is the government already removed those sellers and stalls along side the beach and put them in other places. Nice place to represent Makassar city. I just wish they have more ice cream parlor. Must try:?,,,,,,
"This building from the 17th Century is in very good condition, but it is not fully utilized as a tourist attraction, since only part of it is used to tell the story of Makassar, its people and the Dutch colonialism. The displays on the story of Makassar and the spice route is?","I prefer the atmosphere of the beach 30 years ago before leaving Makassar to Jakarta. The current view of Losari beach seems  dirty and exclusive, I could only stand in the seashore while the area is limited and can not be enjoyed for water attractions. Unfortunately local?",,,,,,
"plus: very nice, located in the city center, easy transportation to locations in may, the negative, the area around the site is a bit squalid eyesore eye for the look.","Other than the big red fonts to take photos with, nothing you can expect here. But this is a local gathering station, if you like to see how locals are, this is your best viewing scene. Not a great place for sunset neither. Hate the fact that plenty of garbage stucked in the?",,,,,,
"Its one of the most well preserved old building i have ever saw. Its placed in the middle of the city, near losari beach. While entering this place, i felt like i would been thrown to d past.. A very nice place to take pictures. Plus, we can take pictures in makassar traditional?","Could not call this place a beach, there is NO sand, unless you count the sand mixed in with the cement, just floating stinking garbage! It is disgusting and we would have preferred to go to lunch on a garbage disposal site in Australia than visit this filthy rat infested place!?",,,,,,
must visit place when you visit makassar. located in the center of the city. come to this place in early morning to avoid the sun burn. ,"Pisang epe, the traditional dishes. Made from grilled banana, pressed with a wooden press topped with a sauce made from a palm sugar and sometimes can be mixed with various flavour such as chocolate, cheese, durian, etc. best to enjoy it with a cup of coffee in the evening time",,,,,,
"It is been said that the fort is one of the most well-preserved Dutch architectures in Indonesia. There is a museum inside the complex. If you come to Makassar, you should visit this fort. It is also a good place to take pictures :)","it is not a beach that we expect to be. It is just like landmark, but definitely a great place to hang out Try some snacks (pisang epe/grilled banana with traditional sauce, tastes sweet and delicious), Makassar is traditional snack sold by the street vendor along the beachline.",,,,,,
For me the Fort Rotterdam is actually not worth a visit as it is just a collection of buildings and some small museums. ,"Literally not a beach cause no sand on it. Many food along the road, good place to see sunset. Overall it is a good place to hang out although many locals people as well and sometimes too crowded",,,,,,
"Fort Rotterdam holds so much potential about it. The fort is still very much intact and well-kept, but very little history or immersion was added to enhance the experience of visiting the place. Aside from taking several pictures and witnessing a colonial architecture firsthand,?","It was used to be the landmark of makassar, you can see a hollywood line signage with the sea and sunset right behind it. But now, there is some sort reclamation land behind it. So you only see other land from here. This place always look dirty, crowded and full of street food?",,,,,,
