White_Charter,Tangkuban_Perahu,Dusun_Bambu,Saung_Angklung,Ciater,YELLO,Aryaduta,Trans
"I drive to Kawah Putih at 9 am from Bandung and had 1 stop to have lunch in a restaurant at Ciwidey.  I arrived in Kawah Putih around 01.30 pm, the sky was cloudy. I parked my car near the souvenir stall and take ontang anting to the creater. It took around 10 minutes from the…","Located north of Bandung up in the mountains above the city, there are great panoramas to be seen here when the weather is good. The entrance free is about RP 30,000 for locals/foreigns with KITAS/KTP, but it's about 10x that amount for foreigners, so plan accordingly. Hawkers…",This is one of Lembang's new attraction venues which is crowded with local tourists who crave for new happening spots to spend their weekend at.   The highlight of this place must be the treetop dining experience where we can book a private treetop cocoon-like dining rooms…,"I was come in early of 2007. Until now(2014) i always fall in love with this place.... a lot of children and so many people/tourist had been come from around the world to this place. so many attractions held as part of the show,  the first we'll find Wayang Golek Demonstration,…","I was come in early of 2007. Until now(2014) i always fall in love with this place.... a lot of children and so many people/tourist had been come from around the world to this place. so many attractions held as part of the show,  the first we'll find Wayang Golek Demonstration,…",,"This s my first time coming to Bandung. The first impression is great building. I knew it was old building but looks like modern one.  Not only about it but also friendly staffs and helpful, especially reception named kiki. We always forgot to bring the room key and sure we asked the reception to insert the lift. He always kept his smile and help us even though it happend more then 3 times. Thank you so much Aryaduta Bandung <U+0001F64F>","Nice and comforting place. One stop place to have business, leasure and a day off.  Great ambience with nice and helpful staff.  Will go back someday to have great time with family. Just need some improvement in the breakfast time (it's too crowded)"
Again it has a great scenery and an excellent view! but beware of the strong sulfuric smells! Grab a mask if you cant handle it~ You'll get compliments strawberry juice! its like pure juice so its not sweet!,"entrance ticket for foreign tourist is quite expensive, Rp200,000 during weekday and Rp300,000 on weekend. Nice weather","This place has a very great concepts. I was amazed, that the management has great planning in developing this leisure park. Despite the location that is very far from Bandung, i really love this place.    This place also has a very wide variety of food to offer. They have one…",The bamboo musical instruments was played beautifully by the local musicians. You will be amazed with the arrangements of musics and the participations from the local teenagers and small children when the perform such a beautiful melodies n dances. Towards the end of the shows…,The bamboo musical instruments was played beautifully by the local musicians. You will be amazed with the arrangements of musics and the participations from the local teenagers and small children when the perform such a beautiful melodies n dances. Towards the end of the shows…,,"Spent 1 night in Aryaduta Hotel with my little family. The room is spacious and has bathub. We got room in the 15th floor which is the highest floor here.  As a five star hotel, the service is not represent a five star hotel, no welcome drink and the reception is not so welcoming. The unpleasant moment happened when check-in time, the hotel staff told me to park our car in BIP while the hotel's parking area still empty. They also have kids club near the swimming pool. But we don't have time to try this kids club.  The breakfast was so good and tasty. Various choice of breakfast served in Taruma Kafe. The staff are also friendly and helpful.  Regardless the parking area, this hotel is recommended for staying with your family.","This hotel is equivalent to Shangri-la Singapore. Everthing is top-notch about this hotel. I cannot seem to find any flaws. I highly recommend everyone visiting Bandung to stay at this hotel. Its location very convenient as it is connected to a shopping mall. The mosque is within walking distance. Best of all the staff are super friendly, courteous and pro-active with high initiative. They are also very honest as my sister left some cash in her room which was meant for tips for the housekeeping team and my sister did not put a note, the hotel staff rang me and asked if we have inadvertently left cash in the room until we told them it was meant for tips for the housekeeping. I have never come across any other hotels who does this."
"I've never been to a volcanic place before, so I didn't know what to expect. I was pleasantly surprised to find out that the place is cooling, since it's at the top.   The crater itself is a sight to behold. But the place was really crowded, and photographers were trying to get…","We popped up here from Lembang -- the volcano is actually remarkably close to Bandung, and easily accessible by car.  Another option: lots of people ride bicycles up from Bandung, if that's your thing.  Like many places in Indonesia, Tangkuban Perahu is mobbed with people. …",It's probably not as great as The Hobbiton but this place is one of the most relaxing touristy place I've ever been! perfect place to take a leisurely walk around man-made nature that's well maintained.  head up to their restaurant and enjoy the view of the garden. i love their…,"The musical and dancing shows are wonderful but what i most like is the interaction between the performers and audience. We are given the angklung to play and selected audience are asked to dance together. The little kids though, too adorable!","The musical and dancing shows are wonderful but what i most like is the interaction between the performers and audience. We are given the angklung to play and selected audience are asked to dance together. The little kids though, too adorable!",,"Aryaduta is 5 stars hotel with best professional staff, service & have Delicious food...Specially Front Office Guy Mr. Kiki very friendly and very helpful what we need during our stay, from check in until we check out. We feel warm & feel like stay at our home, almost all staff still remember us every time we stay at this hotel... the important is this hotel have best location in bandung, near shopping plaza & in center Bandung City,even this hotel look old but if u stay here, you never regret it facility is great, Spa,gym and very big swimming pool...for sure we'll be come back and come back again ;)","Best place to stay in bandung. Love it. Would.definitely come again. The area is very accessible whereby mosque is near, the mall is near. And even the indoor theme park is near. Service was tip top always.! "
"This place is definitely the place for Instagrammers and photographers. It is a beautiful crater but the air wasn't suitable for me. I felt suffocated and had headache after the trip. But the road winding up to the crater was beautiful too, with the mist making it look like some…","Despite the distance and the pricey entrance fee 300,000Rp. It's worth a visit. It has a scenic view. A nice walk around.  Remember to just move away from all the local seller at the entrance/ parking. These people are quite aggressive. They will offer to take picture, be a…","Everything here is full of nature sensation.. There're so many delicious foods here. The temperature is cold and i guess you have to bring your jacket. Absolutely i guarantee, you'll never regret it for visiting this place. Oh yeah, do not forget to bring your camera too.. To…","Not only see, but you can also play angklung there. They teach you in the smart way so that you can play it directly. Super.","Not only see, but you can also play angklung there. They teach you in the smart way so that you can play it directly. Super.",,"Must credit their Housekeeping team for very prompt service, breakfast restaurant staff for their positive service and helpfulness.. my boy wasn’t well and vomited, they brought him to the in-house clinic, and allowed extra porridge to be brought to room.. breakfast also has good variety rather average food and some that suit young kids like noodle soup. Their front desk was also helpful, superior twin room upgraded to business room with view upon feedback. They also gladly allowed late check out till 1.30pm. In house Nurse brought medicine to the room after consulting the doctor who wasn’t around on Saturday. It was great they had an in house clinic and the nurse was able to help take temperature, do basic examining and suggestions on how to help the child feel Better.…","The staff are friendly, we're really enjoy the room and hotel facilities. Trans studio mall in walking distance make us easier to buy anything we need during vacation. I'm really satisfied and recommended this hotel for spend the time with family."
"White Crater a.k.a Kawah Putih is one of the best Bandung Natural Park, Don't forget your mask to cover your lunge.  White Crater give you the view of white sand and green lake.  It's match for your prewedding photograph.","Entrance fee is abit expensive. Overall a good experience. U can boil an egg at the crater,and soak your tired feet after the hike to one of the crater. Recommended for visit. On a side note,beware of seller selling souvenier. Their price is on a high side and u get the things…",,everyone who come to this place has a chance to play bamboo musical instrument.  siting in the circle and hold the instrument then just follow the conductor when you shake the instrument  almost all the song is able to be played by all the guest by wonderful conductor and…,everyone who come to this place has a chance to play bamboo musical instrument.  siting in the circle and hold the instrument then just follow the conductor when you shake the instrument  almost all the song is able to be played by all the guest by wonderful conductor and…,,"I stayed here just for one night to celebrate bloggers day 2017 at the end of October. The location of this hotel is very strategic, we can go to factory outlet and restaurants by walking not so far form hotel. Located in jalan merdeka, besides bandung indah plaza mall in the heart of bandung city. The staffs in reception and concierge were friendly and helpful, My room was spacious, comfortable and clean, but the room looks too old (the paint, the mirror, etc) probably need renovation in some area. The bathroom was clean and have a big size bathtub. The Breakfast served at the Taruma Kafe was good many varieties available, but very busy. The pool looked great, with the resort style double loungers and beds. Unfortunately i didn't get to try out the pool as the weather was too…","Had a very wonderful moment during our stay in this hotel, very nice and friendly staff. My request for anniversary set up also fulfilled. Very nice view of Trans Studio Mall , with the background of Bandung City from 11th floor. Love to come back here again"
"One of the most beautiful place I have been to. It's a long drive from the city (we had a driver) but I find the view along the way so scenic. It's chilly so bring a light jacket or a wrap. The entrance has eateries, toilet with shower and a open area musollah. If you plan to…","I put an average because the price difference between domestic tourist and international tourist is 10 times more. As an international tourist, we don't mind paying more but not 10 times higher and what we have seen is rubbish everywhere. Plastic, papers, mineral water bottles,…",,"a must visit place when you are in bandung, very entertaining, fun and engaging, great to see the sundanese culture and kids enjoying their performance","a must visit place when you are in bandung, very entertaining, fun and engaging, great to see the sundanese culture and kids enjoying their performance",,I have booked 1 room at Aryaduta Bandung to celebrate my birthday with my family. When i entered the room surprisely i saw theres a gift that i do really wanted!! You know what?? My boyfriend has arranged it with Arthur the famous marcomm manager in Bandung.Thank you so much for this unforgettable moment!! <U+2764><U+FE0F>,"This is my several times I stayed at Trans Hotel Bandung. Basically no comment anymore, cause everything is good.  My child like the pool, and my wife enjoyed her time with spa and treatment (not asking about it, she just said: nice...)"
"This kind of leisure you can not miss. Its around 25km away from Bandung, West Java. The road to the place is a bit dangerous, the small roadt were up and down, you have to be carefull. In a way there, I stop in a restaurant, which name is Bebek Unti, they have a good meal and…","I had a terrible time finding information about this site online before going, so here is everything I found when I arrived: There are three craters in this park, you can walk to two of them along paths that are lined with small shops with crafts and snacks (check out the Batik…",,Don't miss it or you will regret it! We had fun! My friend took her teenage daughter along with us. No regrets at all..great entertainment.  The kids in the show were awesome! The guests were invited to join in the fun. Really a brilliant performance! ,Don't miss it or you will regret it! We had fun! My friend took her teenage daughter along with us. No regrets at all..great entertainment.  The kids in the show were awesome! The guests were invited to join in the fun. Really a brilliant performance! ,,"Not recommended, not aure how this hotel got 4 stars,  Service not reliable, promise to he able to check in at 2:00 PM, but then declined as they said the rooms is not ready. Thia should not happened with a 4 star Hotel, sorry to say that. People queueing to check in, only 3 officer avail ","I stayed in this hotel during my recent business trip. The service was good, the staffs were friendly. The room was quite spacious and clean. The amenities were good quality, It had a very nice pool and gym as well. One more thing, the wifi connection's very strong"
" <U+0001F600>: a special place to visit. We saw a couple doing pre wedding photoshoot there. Wondering how they could stand the sulphurous smell for few hours!  <U+0001F602>: itinerary was white crater, situ lake, hot spring and strawberry park. However after visited white crater and left for…","If you happen to visit West Java, specially Bandung, this is a must place to go. It's quite close to the West Java's capital and easy to reach, just 40 minutes. In Tangkuban Perahu you can see several tourist attraction such as Kawah Ratu crater, Kawah Domas crater, tea…",,"It is much too commercial, but also fun to make. They are beautiful musical instruments for the children to play. Also, the dances funny to see. The tourists are brought here with lots of buses. The entrance fee is very expensive! They say it is a school, but it is more a fraud.…","It is much too commercial, but also fun to make. They are beautiful musical instruments for the children to play. Also, the dances funny to see. The tourists are brought here with lots of buses. The entrance fee is very expensive! They say it is a school, but it is more a fraud.…",,"Let’s face it - it’s due for a bit of a birthday. But doesn’t that mean it needs it? No not necessarily... don’t expect to get blown away, but the staff are friendly and the place is clean. The gym was well equipped but the elevators were painfully slow!",Trans Luxury Hotel Bandung is a very recommended Hotel for family leisure. overall my family are very happy in staying here. very comfortable with one stop concept for family entertainment and salvation.
"It's really nice to see this Ciwidey White Crater, beautiful, quite unique and rare. It is sizeable highly acid lake which changes color from bluish to whitish green, and it's interesting to see different colors of the lake, but when I visited this place twice the color I see…","I have visited this attraction three times. This is one of the historical site that have its own story. If you want to know about the story, you can read a well known Indonesian folklore called Sangkuriang. The crater is believed as a ship that kicked out by Sangkuriang when he…",,"We arrived a bit late due to congested roads. When we arrived, it was about 15 to 10 minutes before the show's end. However, credit should be given to them, we we're totally amazed with the performance especially on how they make traditional instrument become an international…","We arrived a bit late due to congested roads. When we arrived, it was about 15 to 10 minutes before the show's end. However, credit should be given to them, we we're totally amazed with the performance especially on how they make traditional instrument become an international…",,"we stayed 1 night at this hotel. the hotel was located in jalan merdeka, besides bandung indah plaza mall. the hotel was quite old, rebranding from hyatt regency. the room was spacious, but the parking space was really small we have to park at the mall.. the pool and gym area was big. the food was so standard, not like any other 5 stars hotel. ","Really enjoy our stay in Trans Luxury. Enjoy the huge swimming pool area, the comfy hotel room, incl. the bath tub with bomb soap.. We are very satisfied with the various range of breakfast menu.. Everything was excellent! Will definetely come back for our next trip in Bandung."
It's a beautiful picturesque attraction. Lots of photo opportunities but be prepared to climb lots of steps. The crater  is not paved and there is lots of small stones. Heels are not advised! The trip up is winding but beautiful. The scene is worth the long long trip up. <U+0001F60A>,"We go there with family by own car. The weather is good. very cool here. The Entrance is IDR 20K / person, and IDR 25 K / Car. My family think there is another place more interesting than this place. So we here just 30 minutes. Too many car and person.",,We really enjoyed this traditional musical performance which is designed to involve the audience. The kids all get involved with the performers in a dance session at the end. The session with the anklung was very entertaining and quite creative. They included well known 60s hit…,We really enjoyed this traditional musical performance which is designed to involve the audience. The kids all get involved with the performers in a dance session at the end. The session with the anklung was very entertaining and quite creative. They included well known 60s hit…,,We stayed for 5 nights. It was comfortable stay. My son loves his unlimited cartoon channel. Is in conjunction with a small shopping mall (dont expect too much) Within eorking distance to factory outlet along riau street ( cheap with low quality).  Staff are friendly.  I left my jacket after breakfast. The next morning Pak Ridwan managed to got it back to me. Thanks Pak Ridwan.  Our room was clean. Aircon and water is good.  Overall we are satisfied with the hotel.  Thank you.,"If you are seeking a break from daily routine and want to enjoy your self , this is the place to stay. Next to Trans Studio Mall with a wide range of restourant and cinemas. You may also want to do some shopping or look for fresh fruit at the hypermarket."
Among one of the famous volcanic crater in the city of Bandung .You can go down to the bottom of the crater but are advised to wear masks and not too long in the region of the crater because the smell of sulfur gas can cause you to feel nauseous and dizzy.,"As the country of volcanoes, the ring of fire, Tangkuban Perahu is one of the still active volcanoes. Last erupted on 2013, the volcano is still safe to visit. The shape of the mountain is like a turned upside down ship-relating to a folklore. It has 4 crater and you can see…",,"The show was so much fun and entertaining. Never thought that with angklung, you can play all kind of songs, in various genre.  So glad that they play many kind of songs, a proof that this music instrument is great! Proud to be an Indonesian!!","The show was so much fun and entertaining. Never thought that with angklung, you can play all kind of songs, in various genre.  So glad that they play many kind of songs, a proof that this music instrument is great! Proud to be an Indonesian!!",,My group stayed in this hotel for two nights. We founds the hotel rooms to be large and spacious. The beds were large and comfortable and the bathroom was clean . The window view from our 11th floor hotel was most impressive as we had a totally unblocked view of the city. The hotel staff were friendly. The breakfast spread at the Taruma Kafe was good and comprehensive .  We will definitely stay in this hotel again on our next visit. Wilkerson,"I have traveled for whole my life around the world for business purposes but this place is really exceptional!! I never been in lovely hotel as this. Super cleanliness, fabulous staff, great food. I would recommend this place to everyone who likes luxury care for reasonable price. GM of this hotel can be really proud of employees."
"It took us about 3 hours to get here from Bandung by van.    According to our guide, this crater doesn't dry up as it always filled with water from underground.  The crater is approximately 100 meters in diameter.    You can walk from the car park to the crater and the distance…","I was very impressed with the beauty of this mountain & this is one of the active volcano in Bandung! The things that sold in the market was pretty cheap if we're to compare with floating market, but you have to try your very best in bargaining the price. ",,"Overall it was very very entertaining. The music performance was so so lovely and beautiful. I really did not see this coming though, I thought it was just an okay angklung performance. But it was so beautiful. Don't worry if you don't speak Indonesia though, it is a very…","Overall it was very very entertaining. The music performance was so so lovely and beautiful. I really did not see this coming though, I thought it was just an okay angklung performance. But it was so beautiful. Don't worry if you don't speak Indonesia though, it is a very…",,"It was a Hyatt property with its standard...   I haven’t been there for years, lobby was nicely refurbished and my reception Mr. Yandhika was very pleasant.  I was given a proper greet, an early check in at 11:45, and I got a neat room with only 5 minutes check in process. Did not get an upgrade but it was okay :)  The hospitality was very good, but too bad the property has not been renovated nor very well maintained.   The towels was grey, had to asked for a floor mat, the water had makes me wondered which frequently turned green-yellowish (Bet their piping isn’t good or they didn’t use water treatment anymore).   Furthermore, I’ve been using their sauna and jacuzzis, grossed out as it seemed the facilities hasn’t been deep cleaned for 10 years.  Breakfast was very busy but its…","The pool is big and awesome, theres's sand for kids pool. The breakfast so much variety and taste excellent and I like the room, big-comfortable-clean and quiet. I will come again for sure with my family <U+2764><U+FE0F>"
"The crater is all that the images promise. Turquoise water, sulphurous smell (though, very mild an rare), as well as white sediment create an alien environment amidst the green forest.   We took an Angkot (local minivan) from the central bus station to ciwidey (IDR…","This trip takes a full day with an early start from Jakarta to avoid the traffic.  We hired a Grabcar for the day which was cheaper than the regular tours and gave us flexibility.  We went right up to the Ratu Crater, so no walking, and it was spectacular with plenty of photo…",,"I must say I was a bit apprehensive at first, especially in the puppet show which kicks off the proceedings and was difficult to understand (but then so is Punch and Judy to non-English speakers). But then it was sheer delight, as firstly dancers came out and then the angkungs.…","I must say I was a bit apprehensive at first, especially in the puppet show which kicks off the proceedings and was difficult to understand (but then so is Punch and Judy to non-English speakers). But then it was sheer delight, as firstly dancers came out and then the angkungs.…",,"Hotel location is good and rooms are also spacious. Lounge is good and services at reception are good. But there are no facilities for vegetarian people for food. When we go at breakfast, everything is written in their language and since we do not even eat egg, it was very difficult for us to eat anything in food. Since we participated in conference there, we even took lunch and dinner there but all the time fried vegetable rice.Staff is very polite and courteous. Hotel is good place for organizing conferences and then it has good shopping mall. We enjoyed the stay but could not eat. Further business center should also be improved.","Nice hotel, near mall & amusement centre. i like to road access (toll exit is not the bussy access). quite far from the Bandung places of interest (culiners & factory outlets) but you have big mall & games park near the hotel area, no need to go elsewhere..."
Driver told us usually it would take 2-2.5hours to reach Kawah Putih. But we visited this place on Sunday (CNY eve). It took us 4 hours to reach Kawah Putih due to jam along the way.  We spent less than 10min coz there is basically nothing except strong sulphur smell. Huge human…,"This visit could be a good one... But the street salers were very harsh and  overwhelming.   It's a long trip from our hotel.  We ate grilled corns, bought photos, bought some fruits, ride horses and bought some souvenirs.   We Always try to support local business... Whish it…",,LIKE : eventhough i don't play angklung..but the show is true entertaining cultural show. DISLIKE : NA,LIKE : eventhough i don't play angklung..but the show is true entertaining cultural show. DISLIKE : NA,,"We enjoyed our four night stay at the hotel. In our experience, booking directly on the hotel's website gave us the best deal/rates, compared to hotel booking sites. We had breakfast included and a next room category upgrade, which was wonderful. Such amazing value!  Location is very central. The attached mall with a hypermarket is so convenient. If you are into outlet mall shopping, there are quite a number within walking distance of the hotel. Plenty of food options as well.   Hotel staff are very friendly and helpful, particularly the doorman and front desk personnel Kiki who was so eager to make our stay a pleasant one.  Breakfast buffet spread had a great variety of local and western food choices. Some of the menu is changed on a daily basis so you won't get bored of the…",Very nice hotel i have plesent stay right here.  i will come back again for sure! my kids very happy stay in here. Kamarnya sangat besar bersih pelayanannya juga cepat. untuk karyawannya sermua disini snagat ramah dan cepat tanggap.
"It's a beautiful place! But seriously though, pictures make it look SUPER AMAZING, while in reality it's not that amazing. And you shouldn't stay there too long, 30minutes max, otherwise you'd end up huffing and wheezing the next hour or so. It's a great place to take pictures,…",My husband need to drive about 45km from city. There nothing to do.. just chillin' with some of fresh air n taken photos for memories.  The merchandise sellers quite annoying but what we can do? They r earn from that.  For view its just okay... like a normal mountain area but…,,"This attraction is a 20-minute taxi ride from Jalan Braga area and a bit outside the main city area. The entrance fee is 110k IDR for foreigners which includes a free drink or ice-cream.  The staff is polite, friendly and professional, and the performances are enjoyable and…","This attraction is a 20-minute taxi ride from Jalan Braga area and a bit outside the main city area. The entrance fee is 110k IDR for foreigners which includes a free drink or ice-cream.  The staff is polite, friendly and professional, and the performances are enjoyable and…",,"We enjoyed the ambience and the swimming pool. They recently placed gazebos and lazy chairs around the pool which made it relaxing and top notch! Only downside on the first day is the pool attendant refused to give more than two towels per room, we had two little ones with us. I complained and they changed the policy right away which was good. At least they respond to feedback promptly. Restaurants were also good. We tried the buffets and they had lots of choice so they are worth it.  All in all it was a pleasant stay","It's really the luxury Hotel as mentioned.  Me and my family are very satisfied at maximum with all hotel facilities. Rooms , food, staff, amenities,cleaning type,every thing there is really top and luxury ."
"I went to white crater on sunday, a day before lunar year. The traffic is very bad. Since the road is very small, and many cars and buses were there for vacation, traffic jam happened for >4hours inside ciwidey. I was intended to go out on 4pm and i successfully reached…","This place is a popular destination for tourist. Tangkuban Perahu is an active volcano, with outstanding scenery. There are many souvenir seller who actually very friendly and will offer to help you take picture. But after that they will try to sell key chain, bracelet, toys, or…",,"I have been there 3 times and each time was like a new beginning for me. Almost everyone plays and owns at least a set of Angklungs, A musical instrument made from bamboo. But Saung Angklung Udjo is somehow different. Their mission and determination sets them different from the…","I have been there 3 times and each time was like a new beginning for me. Almost everyone plays and owns at least a set of Angklungs, A musical instrument made from bamboo. But Saung Angklung Udjo is somehow different. Their mission and determination sets them different from the…",,"great location since it is located in the city, good breakfast with quick and friendly staff, big room, everything was good.  we had good time staying here and always love staying here.  we can go to factory outlet by walking not so far.",We stayed there for 3 nights. Luxury big corner room with pool view. This hotel is next to the BSM shopping centre so it's very convinience to go around for food or shopping. Breakfast was good with plenty to choose from. The people who work there are friendly and professional. I will be back for sure next time
"After all these years, I just got a chance to visit Kawah Putih (White Crater) recently. Since the only spare time I have is during weekend, I went there along with my friends. From Jakarta the trip took almost 6 hours. We arrived there almost noon. The smell of sulfur sometimes…","According to our tour guide, the name ""Tangkuban Parahu"" is a Sundanese language, literally translate as upturning boat, referring to the local legend of its creation. The weather was nice. There's also some shops sell sourvenirs including rabbit's fur hat. ",,Wonderful show by some very talented musicians (including some very young children!) Getting to join and play the 'angklung' was a great experience.,Wonderful show by some very talented musicians (including some very young children!) Getting to join and play the 'angklung' was a great experience.,,"when booking the Aryaduta Hotel, we felt two things were going for it :  a) it was previously the Hyatt (so cant go wrong);  b) its attached to a mall (shopping therapy at hand). pricing is affordable at USD60/nite for a standard king room. its good sized too. however, the bathroom clearly shows the hoel's age : towels are well worn; the taps are without a hot/cold water mixer system; the shower conduit old & water jet not strong...  small things that make you go ""hhmmm..."" and question things. however, the breakfast spread is very good -- both western & local/Indonesian -- making the daily start fun from the the very beginning. service, we felt is patchy : housekeeping & the bell service very helpful; but  front-desk a mixed review. (we were 5 in 3 rooms) and as i spoke with…","I always have a great time whenever I stay in this place. Everything’s just so perfect! All credits to all transluxury hotel bandung staffs, Mr Reki, Mr Dion and especially to a beautiful, nice, humble, and smart woman Ms Debby Rince Ronauli Tampubolon. God bless you all <U+0001F64F>"
"Famous with pre wed photo shoot, this crater is indeed beautiful but it could be a bit crowded during holiday time. The air around crater also not so good for asthma person. ","I went to Kawah Ratu (Ratu crater), the most famous spot for tourists to take pictures. I was quite disappointed because as an active volcano, it erupted several times so the form keep changing. This year, the geyser had stopped, so we hardly could see any nice blue lake in the…",,"In here you can see an Aklung Perfomance, Shadow puppet attraction and also Traditional dance perfomance. Saung Angklung Mang Udjo can make Traditional Instrument art become a international taste and its well performed buy the artists. I've watched this attraction for 2 times…","In here you can see an Aklung Perfomance, Shadow puppet attraction and also Traditional dance perfomance. Saung Angklung Mang Udjo can make Traditional Instrument art become a international taste and its well performed buy the artists. I've watched this attraction for 2 times…",,"Their breakfast service is the worst I've ever encounter and to think that we were having it at the Club Lounge make things worse.  Their parking is so crampy as well, never bring big cars.  We used to stay here when it still managed by Hyatt, boy, has the service deteriorating since then.","We stayed in Trans Hotel a year ago. The hotel is considered new and luxurious five stars hotel. And indeed, it met the expectation of luxurious hotel with great services and facilities. The location of the hotel is also excellent as it is just located near the Bandung Supermall, in fact it is connected to the mall, Thus it adds to the convinience for the hotel guests. The hotel also has a good facilities for kids to enjoy. The swimming pools has a man made beach for the kids to play. And the kids room is also excellent with playground, playstations and xbox for kids to enjoy. It is very reccomended to stay in this hotel provided you are willing to spend extra bucks to enjoy the luxiry of the hotel."
"This place is so faaaaaaaaaaaaaaar, but the view you got is a full payback for the effort. A beautiful white crater in front of your face. Its a large crater, a little bit like a lake but its a crater so be careful. The suggestion is you only allow to stay near the crater for…","I enjoyed looking around the crater. We went on a longer walk around it and hardly saw anyone else. Further along a guide will offer to take you down to the lakeside, which we didn't do. In retrospect his suggested price of 100K was expensive as well so you might want to try…",,I give two thumbs up for Saung Angklung Udjo because they make traditional instrument becomes international taste.  They perform not only music but dance and make audience interactive with the angklung instrument. They give us the angklung one by one and at the end of the…,I give two thumbs up for Saung Angklung Udjo because they make traditional instrument becomes international taste.  They perform not only music but dance and make audience interactive with the angklung instrument. They give us the angklung one by one and at the end of the…,,"I've been staying here since it was a Hyatt. Luckily most of their excellent staff has remained.  They have renovated the lobby and pool areas. The rooms, and hallways not so much. For the second stay in a row, the phone wasn't working in our room. The beds are a bit uncomfortable.  The Executive Lounge is better than when it was a Hyatt. Meiske and Linda are our favorites, and are so helpful and friendly.  Now, if we could only get the hotel to stop emailing asking for feedback, but in other peoples names.","I stayed with my family for two nights on the weekend, when the earthquake happened on 15th December. During the earthquake, most hotel staff were panic and obviously did not know how to handle emergency situation. I asked for muster point at least three times and no single word came out (most likely they did not know where it is). Hotel guests were spread over the place and rushing to get out without guidance from the staff (seems like they were busy saving themselves). That's not the right way to handle earthquake, as far as I know, people must remain calm and stay under the desk (triangle rule) or next to pillars during the earthquake.  Additionally, when we were waiting outside hotel staff were smoking despite the fact there were a lot of children and babies, which aren't…"
"very beautiful natural crater in Bandung, a bit far from city centre. How to get there: Exit at Kopo Toll Exit, turn right and then go straight approx. 1 hr, and find direction to Ciwidey. many places to visit at Ciwidey, but Kawah Putih definitely one of the best place to…","Just enjoy the view and there was nothing to do. We took some pictures for memories and then went back to city. To enjoy more, you must do some trekking there. ^^",,"It has been more than three times I came here. In addition to easy access is achieved, the attractions of the children and the Angklung's players is very exciting. We not only watch, but also come into play Angklung. It's better to come in the afternoon and do not forget to buy…","It has been more than three times I came here. In addition to easy access is achieved, the attractions of the children and the Angklung's players is very exciting. We not only watch, but also come into play Angklung. It's better to come in the afternoon and do not forget to buy…",,"I stay in this hotel several times when it still under Hyatt management. This was one of the best hotel in Bandung due to near to Bandung Indah Plaza, near to many factory outlets in Riau street, its 5 stars hotels and lovely food. Under new management (Aryaduta), this was my first time. Few comments: - this hotel need renovation soon...lift was old and its floor indication already broken, the room looks too old (the paint, the mirror was moldy, etc) - food during breakfast and i order one food in its restaurant, the taste not the same as we (my wife and I) remember few years ago. maybe the chef already different.  Pros: - location still the best for shopping lover (factory outlets!) - pool still good - staffs service were good - have good ballroom (well it need renovation…","Everyone and everything was perfect for an unforgettable family trip . The view, reception, hotel staff, restaurant atmosphere, location close to shopping mall, room services , mini bar, coffee was free from 7 to 9"
We were going there in 2015. We went from jakarta at 5 am and arrived there around 8am. It is beautiful if you arrive there early in the morning like we did. Don't forget to bring your own mask there because they will charge you idr 5k per mask.,"First, it is WAY out of Bandung! Second, its packed with people! Third, the most annoying...locals trying to persuade you into buying their merchandise! Fourth, its too expensive...rp200000/pax! I wont recommend this place. Its better to go to Kawah Putih for a more up close…",,"The Saung Angklung Udjo is a performance with music,  dance,  wayang puppet play and a friendly interaction with the audience.  It is of course commercial,  but the children playing and dancing and their families benefit also from these performances. The traffic in Bandung is…","The Saung Angklung Udjo is a performance with music,  dance,  wayang puppet play and a friendly interaction with the audience.  It is of course commercial,  but the children playing and dancing and their families benefit also from these performances. The traffic in Bandung is…",,"The hotel was good and the staffs were very helpful. The problem was that because I chose the room near elevators, it was located in the front side of the hotel. I could heard the motorcycle noises from the room at 11-12 pm and made my sleep was disturbed. ","Room services was excelent , helping me with my stuff.. about Room interior and decoration is the best we love it. i love the most is when having breakfast in rooftop, its best experience of all. we will be back next month"
"Ciwidey is far enough from center of Bandung City. But, when you arrived in White Crater, the scenery will make you totally stress released. The staff and management is pretty good.","Visit this amazing vulcano, mountain tangkuban perahu. Its was amazing view from the top. My daughter love it very much, especially when she got the tour by ride a horse. Recomended place to visit",,I got a lovely experience here. What a beautiful instrument. They gave us an Angklung for being part of the show. ,I got a lovely experience here. What a beautiful instrument. They gave us an Angklung for being part of the show. ,,"All staff friendly, Bed, pillow was comfort, room nice even old style with Big TV. Linen, Towel was clean  Breakfast so many variety and attractive looks and tasty. Some carpets at corridors must changed I guess.   Service excellent and value of money.   Mall is behind of hotel. It is connected  Very best location. I will be back . Recommended!","I’ve stayed at the Trans a number of times and it never fails to impress. Very well appointed, clean and comfortable rooms. 1st class service and excellent food. Nice pool and a really good shopping mall just next door. What’s not to like! Highly recommended."
