Besakih,Sacred,Kuta,Mount,Aling,Grandmas,Amnaya,Radisson
"It's a place of worship so one must be respectful - even in a review. The temple is of great importance to Hindu followers and the architecture, as well as the views from it, is very nice though pale in comparison to the Wats we had visited in Thailand just prior to our visit…","Took a trip into Ubud to visit the monkey forrest and the kids loved it even though at first they weren't too sure about the monkeys. Shame that they stopped letting you buy bananas for them but I can understand that some of the more ""adventurous"" monkeys can be quite…","I had high expectations for Bali after years of hearing that it is paradise. Big dissapaointment......... I have been to many, many destinations with much better beaces than Bali. Pari Island a few hours boat ride from Jakarta for example. Dont be drawn in by the reputation, it…",Overall experience is amazing and don't think it's easy to trek. Will share few tips rather writing stories . 1) don't book online . I paid 51SGD but other team members in group paid just 250k IDR which is just 25$ so  book in ubud area to Dave money . 2) here organisers don't…,,"As we know that this hotel is a budget one so we didnt expect much about the service.   The hotel ground : location is near to legian street, very strategic i must say. It is walking distance from kuta beach or beachwalk mall. If you are hungry at night, there are many restaurant option that open for 24hr.   Food : the breakfast is 6 choices of ala carte menu. We have to choose, so no wide range of breakfast. It is enough for me, but the taste is so so.   Room : the cleanliness is bad, when i left the room at the afternoon and came back at night, there are ants sorrounds my mineral water. I supposed they didnt clean the room. Bathroom amenities is fine, but the shower is poor. AC is chilled, the bed is good.   Staff services : just good.   Conclusion is, this hotel good for…","I have lived in Bali for a while and visited various hotels and resorts, and Amnaya is far beyond any place that I have stayed here, or even anywhere else.  The hotel is beautfully designed, the rooms are immaculately clean, the staff are extremely courteous and helpful, the included breakfast is the best that I have ever had at a hotel, and the value for money is incredible. On top of that they upgraded our room for free. This truly is the best place I think I have ever stayed at.  It is usually not too difficult to find flaws in hotel in Bali. My partner has a keen eye for dirt and an even keener nose for damp and other smells, and this is the first place we've ever stayed that is truly flawless. I take my hat off to the staff and management here for keeping the place so beautiful and clean.  I am never motivated to write review for hotels, but Amnaya Benoa is just so good that I felt compelled to. I look forward to visiting here again!…","We really enjoyed staying at this Radisson Blu Hotel!!!  The staff are ALL very friendly, helpful and always have a smile for you.  Since this is a new hotel (6 months) while we stayed here, the rooms are very clean as well as the rest of the resort.  There are enough chairs and bungalows around the poolside, no need to rush down to save a spot.  The food in all the restaurants is very good and reasonably priced for a 5-star resort. There is also 24hr room service for late night cravings and munchies. The service can be a bit slow, but considering this is a vacation, a little patience goes a long way.  There are 2 happy hours (50% off) at the 2 bars on site, one is 5-7pm and the other is 7-9pm.  The rooms are well insulated and we never heard any noises from our neighbors…"
"The temple alone is soo beautiful (if you dont count the rubbish),but it felt like the worst place in Bali because of very agressive people who went for the tourist money. They didnt give us a choice,we had to take a tourguide and pay him (we had to haggle the price and finally…",This is a very popular tourist location where the monkeys roam free and the visitors walk along paths amongst the monkeys. Our bus driver said we should spend between 60 and 90 minutes there.  Signs warn you about the rules for the park. They emphasise that you must look after…,"We visited with small kids, thus the rating compared to some of the other beaches we visited in Bali.   The beach is not really small kids friendly with huge waves and it gets deep fast.  Our oldest at 9 enjoyed the waves, but be very carefull. Strong currents and big waves. ","Left Ubud around 2:30am. Starting trekking around 4. Made it up in an hour and a half. Went with a guide (Mt. Batur Sunrise Trekking Co.), who was amazing (Adi), as recommended by most people. Everyone at the top is able to get a view. Our guide made us egg and banana sandwiches…",,Great place. Walkable to restaurants and market places. Beach walk mall is about 20 min walk. Legian beach is about ten minute walk. Good for a 3 week stay. Staff are friendly. Breakfast is also good with ala carte options. Bit pricey though especially in comparison to other restaurants in the area.,"From  all the hotels in Bali that was the newest. ( I stayed january 2020). It is on budged. The breakfast was a la carte, good choices. coffee was good too which in Bali for European people is difficult to find  nice coffee. I used thw app Grab for food delivery as i wanted to eat at my hotel pizza etc. (Indonesian food wasnt my taste).",Spacious rooms.. lovely pool.. great staff.Very modern architecture.. the Resort was spic n span. Pool was huge with good bar cum restaurant around it!Food options could improve a bit esp for vegetarians!
" Once you arrive at the temple, you have to wear a sarong which is included in the entrance price.  The tour guide will then take you through the temple describing various areas. There are some good opportunities to take some  Nice shots. You cannot enter the main temple area…",Sacred monkey forest in Ubud is a nice tourist place. Be careful and follow all the rules when it comes to the monkeys,"Morning was a bit hot, good for surfing. Evening is perfect to watch sunset.  Sand is not very fine though.","Me and my girlfriend did this trekking at night with a guide. And it has been one of the most magical experiences ever. Imagine seeing more than 1000 lights shining in the dark across the whole pathway up the mountain,they look like stars and with the nightsky so visible it…",,"We stayed here for a week and we had a small but cozy room with all the facilities you need (fridge, A/C, tv, kettle). We had a lot of tv channels, which was nice to relax in the evening. The beach is just 4-5 mins walking distance away. Wifi is good, staff is nice, bed is comfortable.  There are just few things, which are not ok. They didn't clean our toilet for 4 days. After telling them 4 times to clean, it has been cleaned properly on the 4th day. The bathroom could be cleaner in general.  Don't leave any food in the room if you don't want to share your room with ants.  But we will come back for sure. It was good, top location. ","Only just opened when we stayed - working hard to impress. Staff wonderful, rooms luxurious and food off the scale - best breakfast I’ve ever eaten with not a grid egg in sight! Utter bliss in the spa suite - choice of massage treatments with choice of oils and choice of teas. Probably best hotel in my experience and unbelievably cheap - though I think this will change. Beach not as lovely as Sanur. Busier than Sanur and more commercialised.","This is a beautiful new resort with great service.  We tried both restaurants as well as their new years eve dinner.  We also used their spa service.   The food was great esp tge pizza . However the reason I'm giving it 4 star is because when you have a luxury escape voucher they produce a much smaller menu. So when you spend time looking at the menu outside and then go in to the resturant we were disappointed.  We have used luxury escape deals many times and have never experienced a small menu.  So, if you do have a luxury escape deal dont look at the menu outside the resturant.   Also the resort is quite isolated for things to do however to eat  ..dont worry that there is only 2 resturants on site because The cafes down the street were amazing for beautiful fresh organic food.…"
The temple visit was part of a private tour - we hired a car/ driver for the day.  We arrived at about 11 am. The car park was pretty empty our driver had no problems with parking. No significant queue at the ticket office and simple to get tickets. Included with tickets (50000…,We came here on a day trip up to ubud and it was very fun and cool. We saw hundreds of monkey that all were friendly to us. We have heard some horror stories so we kept our distance and didn’t get to close which they seemed to like. Great place to visit as the monkeys are well…,The beach was crowded with tourists and locals. Come here for a lovely sunset. It was low tide and we had fun taking pictures of the reflection. Heard about the grilled sweet corn but we did not buy any. ,"This takes you to a place on the road itself, where you can see one dormant volcano mountain called mt. Batur. the view is beautiful where you can also see a lake besides the mountain. But you cant go upto that place. only see it from a distance. there are some trees and benches…",,"Most friendly and great staff that know the true value of customer service. I was very pleased with my stay, and although short and sweet this time, I hope to be back for a longer visit in the future. The room was clean. Hot water works all the time! Thanks god! :D  Went to the Rehat SPA and it was excellent, highly recommend!  The manager did an excellent job! Thanks Grandmas, see you soon.","This was the best hotel we stayed at in Bali, based on quality that exceeded the price, warm homelike atmosphere and facilities to satisfy any healing needs.  Everything is so well thought: every table at the cozy reading corner, the peaceful restaurant where you can enjoy the breeze & study in the afternoon, the beautiful yoga nest where you can stretch & unwind at sunset, BEAUTIFUL tanning place at the pool and perfectly blended colours & Balinese architecture that caress your eye, and the true, genuine hospitality! Oh and comfortable bedding. The intuitive service where you get the lights on right when you can't read anymore because of the dawn, without asking anyone. We haven't met the person who created this property, but we could feel he/she is an amazing person, the feeling you get by living there is incredible. Heartfelt Thank you to the entire team of Amnaya both who we met and who are on the backstage, a few to name: Ceri, Yulius, Ilun, Gisin, Arik, Eka, Adi<U+2764><U+FE0F>, Yande, Gilang, Wijaya, Sri, Yudi, Rigan, Agus, all the amazing public area attendants who sweep the flowers in the garden and of-course the White Pus. <U+0001F90D>    We hope to come back to that amazing heartwarming place! THANK YOU. Maria…","I spent six days in Radisson Blu in Uluwatu, Bali Indonesia and I must say, I have been to better Radisson’s before. THE RESORT: The open atmosphere design of the resort is beautiful, real beautiful and the swimming pool is even better with Palm trees grown inside the swimming pool. ROOMS: Are large and beautifully kept, very comfortable bed and the bathroom is very spacious. Attached to the room are large open balconies and in fact my room had a balcony that went around the two sides of the room - very large and beautiful ( but can’t smoke here - and I don’t know why) RESTAURANTS: There are only two restaurants in the resort (an Italian Restaurant and the other an International with a local flavor). I didn’t try the Italian but the other restaurant had very limited choices out…"
"Our visit was very nice. Pura Besakih is large temple, many steps up and down, all around. But what we saw with children selling postcards it was close to child abuse!!! After we got off from a bus there are many drivers on motorbikes who offer you to drive you up to the temple…",I was a bit hesitant to visit the Monkey Forest after hearing about people being bitten and scratched however my friends really wanted to check it out. It was great! There were so many monkeys and a majority of them were well behaved. There was clear signage showing you the…,A beautiful beach located in Kuta. This is near to city center and there host of option for food and night life ,"I booked this trekking trip via my hostel. They arrange pickup from my hostel at 2 am. Arrived at Bangli around 4 am, they also prepared a coconut pancake with coffee/tea before we begin the journey and also pack 1 bottle of mineral water with breakfast. First 1 hour, i need to…",,"Stayed 7 nights in the twin share room which was very cheap ($30 Aus a night) , good location in Legian, 5 min walk to beach and good restaurants near by. Friendly staff and well maintained rooms. Little noise at time and wifi was a little slow.. Other then that would recommend ","Very nice hotel, on good location, nice breakfast. Checkin was a bit problem, but the service after that was excellent. Most of the staff are very polite and always try to make the best. Breakfast was included our roomrate, its really big and fresh.  Will come back again ! ","Hotel is very nice, people are attentive and smiling, but all service related items were off, starting at check-in, one-touch, food and beverage at restaurants and bars. Need a lot of patience to stand the poor servicing."
"Lovely views, gorgeous architecture and lush green vegetation are the feature. The ticket includes your guide, bike ride to the temple and entrance to the temple. Hindu religion is explained well. Enjoyable visit. ",Nice place to visit if you have children. Nothing special but nice to see so many monkeys up close. It’s easy to do. No need to spend more than 1 hour so it fits easily into your itinerary ,"Overcrowded, hard to get to, not worth the time unless you like to surf. The beach is in great shape and free of trash. ",Beuatiful place even we didn't climb up. Many places on the road U have amazing view in the mount Batur. Recomennded even not go up.,,Overall well appointed room for budget price. Great location however very noisy at night being on Main Street. Staff were very pleasant and helpful. Would stay there again <U+0001F60A>. Great value for money. Comfy bed and pillows!!   Great Italian restaurant otherwise there's plenty of local restaurants in walking distance Close to money charger and ATM's  Beach is 10min walk  Central location between Kuta and Seminyak if you need to travel via taxi  * no pool  ,"I have lived in Bali for a while and visited various hotels and resorts, and Amnaya is far beyond any place that I have stayed here, or even anywhere else.  The hotel is beautfully designed, the rooms are immaculately clean, the staff are extremely courteous and helpful, the included breakfast is the best that I have ever had at a hotel, and the value for money is incredible. On top of that they upgraded our room for free. This truly is the best place I think I have ever stayed at.  It is usually not too difficult to find flaws in hotel in Bali. My partner has a keen eye for dirt and an even keener nose for damp and other smells, and this is the first place we've ever stayed that is truly flawless. I take my hat off to the staff and management here for keeping the place so beautiful and clean.  I am never motivated to write review for hotels, but Amnaya Benoa is just so good that I felt compelled to. I look forward to visiting here again!…","Beautiful Resort in a quiet location on the cliff at Uluwatu.  Staff were very friendly.  Room was spacious and very clean.  Beds were comfortable and easy to sleep. Great breakfast and the restaurant for dinner was fantastic value.  If you are looking for a quiet getaway in Bali this is a great hotel to relax but still close to good bars, restaurants and beach clubs in Uluwatu.  First time in this part of Bali and would highly recommend"
"The central state of Balinese temple (Besakih mother temple) is localized with mountain slopes go Mount Agung East Bali, it has relationship into the whole temples in Bali importantly and sacred place. The comercialization to the temples in Indonesia has been too much, it makes…","I went with a friend early in the morning to enjoy the beautiful, peaceful surroundings and many wild monkeys. By 10 a.m., many more tourists had arrived and it wasn’t as tranquil as we would have liked.  It was fun watching the monkeys play. One was attracted to a button on the…","It's very big and spaced, even there are a lot of people everyone has his big area to chill and have a nice beach day. We love it.",Recently whilst in Bali our family climbed Gunung Batur. We had an excellent experience with Eddy our driver and Nick our guide. Eddy picked us up at 130am and we slept all the way to the starting point where Nick took over and guided us to the top for sunrise. It was not a hard…,,"Great budget hotel located very near to skygarden etc, but could be quite noisy at times.  On the first day we were give a room on ground floor and I could not sleep at all, the other guests were screaming and banging the doors loudly well into 3 am, and around 6am the kitchen starts preparing breakfast and can be heard very clearly from the room. The rooms on the ground floor either face the kitchen or main road so if you're a light sleeper that is the worst nightmare.  The day after we got a room on the 5th floor and that is much better in terms of noise.  Also rooms are quite small so if you have a lot of luggage it can be a hassle.   Towels are very worn out and needs to be replaced. Beds are quite comfortable.   Breakfast is quite decent you order what you want and is…","From  all the hotels in Bali that was the newest. ( I stayed january 2020). It is on budged. The breakfast was a la carte, good choices. coffee was good too which in Bali for European people is difficult to find  nice coffee. I used thw app Grab for food delivery as i wanted to eat at my hotel pizza etc. (Indonesian food wasnt my taste).","Great location close to Padang Padang , dreamland beach, Uluwatu temple with Kecak dance.. very close to El Kabron, Ulu cliff house and single fin.... best part of this luxury hotel are the really pleasant staff and coming back to clean rooms.All of the people are incredibly helpful and generous with their time and advice. When we return to Bali we’ Definitely stay with Radisson Blu"
"it took us 4 hrs to get there from Nusa Dua car parking too far away from temple & the locals where not as nice as they are in rest of Bali & very money oriented & hassling to tourist , they forced us to pay a tour guide which we didnt need @ the entrance our driver was a local…","As it was our first trip to ubud we were unsure about what things to do... the monkey forest popped up in a Google search so we decided to take a look.  Should have given it a miss.   The park was VERY busy, lots of tourists. Unfortunately my husband was bitten by one of the…","Kuta beach is a surfer’s beach. If you want to just relax by the beach, bring your own beach towel as the hotels around Kuta won’t allow you to take them to the beaches (at least the hotel that I stayed in, The ONE Legian). It’s not the soft, white sand beach, if that’s what…","The mountain is nice but nothing special. The trip sadly endet with my worst experience in indonesia. We wanted to walk up alone without a guide (which is totally unnecessary for this path because it's obvious and easy, there are so many tourists you couldn't ever lose the way).…",,"We came in very late yet after confirmation the hotel served us properly.  The room was ok, not too big or small.the toiletries is ok thought no face towel available, hair dyer,and hotel's sleepers ;) The staff was friendly and helpful. The food is ok but coffee was plain and bit watery. ","Only just opened when we stayed - working hard to impress. Staff wonderful, rooms luxurious and food off the scale - best breakfast I’ve ever eaten with not a grid egg in sight! Utter bliss in the spa suite - choice of massage treatments with choice of oils and choice of teas. Probably best hotel in my experience and unbelievably cheap - though I think this will change. Beach not as lovely as Sanur. Busier than Sanur and more commercialised.",Breakfast could have been significantly improved. Not much Asian selection and was very repetitive. Had almost the same thing everyday for 5 days. Location is a bit remote. Don't bother with padang padang beach. Too small and crowded
"If you don't want to spoil your mode with mafia guides , don't even think on visiting this place.  They are trying to collect money on every step you are taking...",A sanctury for monkeys in Bali. Monekys seem very well taken care of. Just looking at the monkeys and the odd things they do will make you smile. You can take a walk around the sanctuary and generally the monkeys will not bother you. They also seem well fed and did not make any…,Nice beach but more suitable for surfers as the waves were huge when we were there. However it was a bit overly crowded with tourists and locals who are selling souvenirs and such.,"We booked this trip in December with Ubud Scooter Rental Company and started the hike at 4 AM in pitch darkness through a pathway illuminated solely by flash lights. We reached the top at about 6AM roughly and were in the clouds, although it was not the sunrise we had hoped to…",,"overall, OK but there's lot of room for improvements. For instance, breakfast serving system (menu choices), would lead to very long waiting. Secondly I would rather be using normal soap bar instead of the shower gel provided, that hard to wash clean out of the body in the shower water.","This was the best hotel we stayed at in Bali, based on quality that exceeded the price, warm homelike atmosphere and facilities to satisfy any healing needs.  Everything is so well thought: every table at the cozy reading corner, the peaceful restaurant where you can enjoy the breeze & study in the afternoon, the beautiful yoga nest where you can stretch & unwind at sunset, BEAUTIFUL tanning place at the pool and perfectly blended colours & Balinese architecture that caress your eye, and the true, genuine hospitality! Oh and comfortable bedding. The intuitive service where you get the lights on right when you can't read anymore because of the dawn, without asking anyone. We haven't met the person who created this property, but we could feel he/she is an amazing person, the feeling you get by living there is incredible. Heartfelt Thank you to the entire team of Amnaya both who we met and who are on the backstage, a few to name: Ceri, Yulius, Ilun, Gisin, Arik, Eka, Adi<U+2764><U+FE0F>, Yande, Gilang, Wijaya, Sri, Yudi, Rigan, Agus, all the amazing public area attendants who sweep the flowers in the garden and of-course the White Pus. <U+0001F90D>    We hope to come back to that amazing heartwarming place! THANK YOU. Maria…","This resort is beautiful and new but located in the middle of Balinese village setting. You leave your room and can smell the cows, hear the chooks and watch monkeys walking along the walls! Lovely walks and peaceful resort living. "
This is the No 1 temple in Bali. The size is awesome. How they managed to set out this temple is amazing. It is a must on your visit to the see the Temples around Bali. The main steep staircase is wow. The gardens around the terraces of the staircase just amazing. The guide we…,"Having last visited The Sacred Monkey Forest 20 years ago, it certainly seems a lot more commercialised now, but still good.  There weren’t as many monkeys this visit, but they still are just as cheeky. We thought we had everything packed away as much as possible,  but the…",Can’t walk along the beach without being hassled. Can’t sit on the beach without being hassled... everyone asking you to buy something or if they can have a picture with you??? My partner went surfing and said he saw lots of plastic floating around the ocean which is terribly…,We booked this trip at a booth opposite hotel as the grand mirage hotel doesn’t offer this trip alone We were picked up at 1am from hotel and didn’t return until 1pm.The guide we had was amazing there were 5 in our group and we were the oldest it takes 2 hrs to get up the…,,Me and my two friends had a triple room for two nights. The room was clean and so was the bathroom. The tv channel was quite plenty as well. Its just 8-10 minutes walking to the center of legian. Overal it really worth the price.,"Very nice hotel, on good location, nice breakfast. Checkin was a bit problem, but the service after that was excellent. Most of the staff are very polite and always try to make the best. Breakfast was included our roomrate, its really big and fresh.  Will come back again ! ",We loved this hotel. The check-in service was fast and professional and the rooms was absolutely lovely The service minded staff and food was perfect  Not easy to find any errors or things not to like with this hotel. We hope to be back   
"we had a tour there, it was amazing and so beautiful, but not all people can see that!!!! went all the way up, stunning views. we had a fantastic guide, we truly enjoyed it very much, there is  peace around you, when you walk there.","There are guides to assist you if you need it, and the monkeys were super cool. Unfortunately, however, tourists suck — they we agitating the monkeys :(. ","We were here to watch the sunset and wanted to relax on the beach before dinner.  We were hosted by a kind vendor Andre, who provided us chairs, tables, and drinks.  It would have been a good time but we were swamped by vendors selling bracelets, offering massages,…",The lake and the mountain are very good for natural view. The restaurant food was good and the view of the lake from it was awesome.,,"We stayed at Grandma's for three nights and everything was really good. The staff is friendly and helpful. The room was clean and quiet, and the bed was comfortable. The breakfast is served till 11am, which is nice if you want to sleep in. If you order the yoghurt with fruit you are sometimes told that they don't have enough fruit - I ordered it anyway and it always seemed fine to me. If we come back to Kuta we would definitely stay here again. ","I have lived in Bali for a while and visited various hotels and resorts, and Amnaya is far beyond any place that I have stayed here, or even anywhere else.  The hotel is beautfully designed, the rooms are immaculately clean, the staff are extremely courteous and helpful, the included breakfast is the best that I have ever had at a hotel, and the value for money is incredible. On top of that they upgraded our room for free. This truly is the best place I think I have ever stayed at.  It is usually not too difficult to find flaws in hotel in Bali. My partner has a keen eye for dirt and an even keener nose for damp and other smells, and this is the first place we've ever stayed that is truly flawless. I take my hat off to the staff and management here for keeping the place so beautiful and clean.  I am never motivated to write review for hotels, but Amnaya Benoa is just so good that I felt compelled to. I look forward to visiting here again!…","This hotel opened in April this Year. Having visited Bali at least 50 times since 1975, I would not send anyone here who doesn’t know and love the real Bali. This hotel is isolated by a very long driveway from the main road and there is nothing much of interest once this is reached. Best area nearby is Suluban Beach which isn’t really a beach at all but a very cool surfer’s hangout. Thus, all escapes from the hotel are by transport of one type or another. The hotel is set a good km. back from the ocean and has too much aggregate concrete and not enough vegetation. We went there on an all inclusive Luxury Escape package and it was good value for a “fly and flop “ holiday. The pool is a good size and about 40metres long so great for swimming lengths. The breakfast spread is…"
"To who ever is reading this, I read all the other reviews on here and was very skeptical about visiting this temple. We have travelled A LOT and visiting temples is a big deal for me, firstly because it is a huge passion of mine to visit historical and cultural places, second…","I hate monkeys, have for a long time. But I know not to carry things they might want or eat in front of them. The park is the attraction, it’s beautiful and the river path is great. The monkeys are everywhere, fighting, sleeping and trying to plot the takeover of the world. But…","This is the most crowded and active beach in Bali. The best thing is there are so many budget hotels nearby, lots of street food available near to the beach etc. The beach somewhat similar to Juhu Beach, Mumbai. Beach is neat and clean.","Beautiful views from the top of volacano , the hike started 3.30 am and it was two hours steep climb elevation of 1717 mt above sea level to watch the sunrise at 6 am . While returning it took 1.5 hrs returned journey involved a lot of slipping and sliding on the loose rocks .  …",,"Been stayin for one night only, friendly staff room was clean and the breakfast was good. The only problem was only internet or wifi access, i coundnt even open my facebook. But its oke i still can use my very own data. But overall everythin is fine","From  all the hotels in Bali that was the newest. ( I stayed january 2020). It is on budged. The breakfast was a la carte, good choices. coffee was good too which in Bali for European people is difficult to find  nice coffee. I used thw app Grab for food delivery as i wanted to eat at my hotel pizza etc. (Indonesian food wasnt my taste).","We have arrived to a little piece of paradise. This hotel is nestled between Padang Padang and Bingin surfing beaches, yet is a new modern resort with all the balinese touches from big Balinese smiles to exceptional service and the freshest of ingredients from a number of menu choices at the various restaurants. Everything from fresh Vietnamese spring rolls to quinoa salads, fish tacos and pizzas poolside to the amazing range of breakfast options from both western and local cuisines, this resort has something for everyone.  It is quietly idyllic and peaceful with stylish rooms surrounding a beautiful pool but it is the people whom make the experience complete. Nothing is too much to ask for and the staff are genuinely care. As with most places in Uluwatu, transport is necessary…"
"Everything you read here on tripadvisor is true. Despite the fact that we were prepared not to fall into any of the tourist traps - brought our own sorong, did not let us talk into getting a ""local guide"", ignored the so called temple guard who ""checked"" our ticket and tried to…",We felt we couldn’t leave ubud without doing the monkey forest.   We are glad we did but Felt it would have been fine to miss it also.   You can walk there at the end of the Main Street in ubud. Maybe 10 min walk from the centre of town.   We had read and heard so many scary…,this is the best place for surfing eating or party in Bali love the area and surrounding good access great hotel good shopping and relaxing will be back ,"There are many many companies and guides selling the trip to Mount Batur, but if you would like to avoid the massive number of tourists stay at Bunbulan Hill Hostel and let they arrange a real local experience to you. There are different options and we took the long trip. Where…",,"If you are on a budget and do not want to stay on hostels, this might be a great alternative. The bedroom was clean. The room has a small twin bed enough for one and no cupboard- but they have a space to put your luggage- dont worry. The bathroom also small but enough to move around for showering. The towels need to be cleaner though. The breakfast here is not a buffet, you have to order once you are seated at the restaurant. For me, this is not as enjoyable as a buffet. And i dont think they have a swimming pool. Overall, this hotel is okay considering their location.","Only just opened when we stayed - working hard to impress. Staff wonderful, rooms luxurious and food off the scale - best breakfast I’ve ever eaten with not a grid egg in sight! Utter bliss in the spa suite - choice of massage treatments with choice of oils and choice of teas. Probably best hotel in my experience and unbelievably cheap - though I think this will change. Beach not as lovely as Sanur. Busier than Sanur and more commercialised.","We arrived at this Uluwatu hotel and loved the ambience , set out straight away . Food , service and facilities were excellent . I have been to many hotels in Bali but this is a stand out !We will be back ! "
I am Balinese and I am Hindu. I visit this temple many times and I understand with all review i read about this temple. Some people may had bad experience and some had good experience. And all about the local behaviour. But at the end all of you will get same feeling about this…,"I created a Tripadvisor account just to post this.  As an inveterate worrier, I trawled through Tripadvisor reviews for the Monkey Forest, concerned for losing my belongings or (more extremely) having to get shots if I was bitten. I almost didn't go, because I didn't think it…","WE have been coming to Kuta Beach for 22 years and seen a lot of improvements. The same familiar faces, the cleanliness of the beach the Cold beer at Jimmy's Bar by the Turtle,how the steps to breed and release the baby turtles has been an AGUN triumph.(He also used to be the…","The trek begins with a guide around 3am if u are looking for a sunrise. Carry minimum stuff with you so as not to get heavy. Comfortable shoes and clothes for hike. Some stretches are quiet steep, rocky and muddy. For breakfast you don't have too many options up there. Just a…",,"Hotel is perfectly located, beach being 500m away and legian street ( with all good restaurants, shopping options, pubs) in walking distance. Breakfast menu is limited (6-8 options) but everything is delicious!  Rooms clean with all the basic necessities.  Hotel staff is very helpful and courteous. Highly recommend this place!  Just one thing to be cautious about.. Ants!! They just keep coming back.. Be careful if you are getting food in the room.","This was the best hotel we stayed at in Bali, based on quality that exceeded the price, warm homelike atmosphere and facilities to satisfy any healing needs.  Everything is so well thought: every table at the cozy reading corner, the peaceful restaurant where you can enjoy the breeze & study in the afternoon, the beautiful yoga nest where you can stretch & unwind at sunset, BEAUTIFUL tanning place at the pool and perfectly blended colours & Balinese architecture that caress your eye, and the true, genuine hospitality! Oh and comfortable bedding. The intuitive service where you get the lights on right when you can't read anymore because of the dawn, without asking anyone. We haven't met the person who created this property, but we could feel he/she is an amazing person, the feeling you get by living there is incredible. Heartfelt Thank you to the entire team of Amnaya both who we met and who are on the backstage, a few to name: Ceri, Yulius, Ilun, Gisin, Arik, Eka, Adi<U+2764><U+FE0F>, Yande, Gilang, Wijaya, Sri, Yudi, Rigan, Agus, all the amazing public area attendants who sweep the flowers in the garden and of-course the White Pus. <U+0001F90D>    We hope to come back to that amazing heartwarming place! THANK YOU. Maria…","A very modern and exceptionally clean resort with everything you need! We were most impressed by the value for money, the prices of the fantastic food and drinks available at the resort and the location. We will be back! "
Temple is rlly nice but two things are ruining it. Firstly you have to pay the parking(10-20k IDR) then You have to buy Sarong so they can let you in (min. 130k IDR) then you pay entrance fee (15k IDR). Immediately some guy shows you a map of the temple and tells you where to go…,"Alot of monkeys and nice environment, you get alot of opportunity to get good pictures.  Go there in the morning if you don’t want to much people there. ","Amazing place, perfect for surfers, swimmers, tanning, with nice walk , u just loose yourself and time there, and very sociable ppl ( locals and foreigners).","There are so many beautiful mountains and volcanoes to hike in Indonesia, don't support the local mafia in mount batur. ",,"I've been here for second times. Room price is okay. The location is nearby to go anywhere. Room facility quite pleasant. The women staff more friendly than The men. The parking area really small so that inconvenience us to moving. I am able to do check-in earlier before 12 am, I did appreciate for that. If I had another chance to go to Bali, I would go this place again! ","Very nice hotel, on good location, nice breakfast. Checkin was a bit problem, but the service after that was excellent. Most of the staff are very polite and always try to make the best. Breakfast was included our roomrate, its really big and fresh.  Will come back again ! ","My friend and I had an amazing holiday at the Raddison Blu resort in Uluwatu. We were very impressed with the concept and design of this resort. We loved the enormous pool, with lowrise hotel buildings built around the pool, making it the focus of the resort. The rooms were luxurious - impeccable, spacious and ultraclean. The restaurants were good too, we particularly liked the  Italian restaurant Filini. Breakfast was great, with the choice of indoor or outdoor seating overlooking the pool. There were many Western and Indonesian options. We had several treatments at the spa and we were impressed with the care and attention of the therapists. Overall, we can’t speak highly enough of the staff and the service at the resort. All the staff were incredibly friendly, nothing was too…"
"This was probably the best experience I had on a six-day trip to Bali, and there were many good ones.  Pura Besakih is located on the slopes of Mount Agung in the northeastern part of the island.  I hired a driver for the day from Ubud and got there at 3pm after visiting other…","I really like it but please follow the rules, we didn't pay a lot of attention to all of them and some monkeys stole our things ( they open our bag ) but it was our fault. Now is funny to remember that. So just be careful and you will enjoy it 100%",I first visited Kuta in 1986. Back then it was not too bad a spot. Nowadays the beach is overrun with hagglers. The shopping malls are OK but nothing special you can't get elsewhere in Bali or Australia for that matter. The sellers in the market are still as pushy as ever and…,"If you visit Bali a trip to the top of of the volcano Mount Batur can be warmly recommended. Our trip started 02 a.m., when we were picked up at our hotel. When we arrived at the foot of the volcano, we were handed at pocket-torch and a bottle of water, and last but not least we…",,"Very happy with everything this hotel has to offer. Very clean bright fresh room and ensuite. Room is not big but you don't need anything more for the wonderful price. Very fresh sheets and bed made everyday water and toiletries replenished everyday. Breakfast us amazing and good selection for a small boutique hotel. Wifi works well, very friendly staff location very central don't have to walk far for anything you want. I give this hotel a 20 out of 10 for value and cleanliness. I  have recommended this hotel to many people already. Would definitely staff here again.","I have lived in Bali for a while and visited various hotels and resorts, and Amnaya is far beyond any place that I have stayed here, or even anywhere else.  The hotel is beautfully designed, the rooms are immaculately clean, the staff are extremely courteous and helpful, the included breakfast is the best that I have ever had at a hotel, and the value for money is incredible. On top of that they upgraded our room for free. This truly is the best place I think I have ever stayed at.  It is usually not too difficult to find flaws in hotel in Bali. My partner has a keen eye for dirt and an even keener nose for damp and other smells, and this is the first place we've ever stayed that is truly flawless. I take my hat off to the staff and management here for keeping the place so beautiful and clean.  I am never motivated to write review for hotels, but Amnaya Benoa is just so good that I felt compelled to. I look forward to visiting here again!…","I think this is my first tripadvisor review and I'm happy to give it for this establishment. They went above and beyond to make sure we felt welcome during our stay. From the restaurant staff to the maintenance staff, everyone was so warm and inviting and spoke English very well. The best part of it all was the breakfast buffet- by far the best I've ever had at a resort. A mix of traditional Balinese, English and American dishes, everything was delicious. The property has some great views and is very well kept. Highly recommend to anyone considering, you can;t beat the value!"
