Borobudur,Prambanan,Sultan,Museum,Malioboro,Artotel,Grand,Yogyakarta
"The world is largest Buddhist temple which is one of the masterpieces among the seven wonders of the world.  They have story on their walls! If you wanna know the story you can ask the  tour guide .  Sadly, many locals people sitting down on the stairs. Climb to the top for the?",The style of the temples is somewhat reminiscent of Angkor Wat in Cambodia particularly in the intricately carved sculptures of the Hindu deities and the style of the architecture.  It has been beautifully restored.  The grounds are very well maintained.  This site as well as?,It is a sight that can be done within 10min. Nothing much in the attraction. The water pool/fountain is not very impressive. If short of time its an attraction that can be skipped,,"Wear comfy shoes, Malioboro Street is long and packed from one end to the other with stalls. The wares on sale can get a little repetitive, mostly t-shirts and souvenirs but I did not find the market sellers to be pushy or in your face to make a purchase - a nice change to other?",,,"When Me and my wife heard that some new Marriott hotel was just opened in Yogyakarta, we immediately decided to choose it. And we are really enjoy it. Perfect service, amazing rooms and this UNBELIEVABLE breakfast that we visit. You just can not imagine how great it is. They have everything, sushi, soup, pancakes fruit shakes, noodles, coconut cookies! Everything! Thank you for everything!"
I have been to Borobudur for 7 times. This time I visited with family and children. I also had my in laws with me so I use the guide service.  The guy was knowledgeable and really helpful to explain the history of this sites. I would definitely recommend to have the guide to?,Beautiful impressive Hindu temple. I was very impressed with the conservation efforts and the cleanness of the site considering the big number of visitors there.   Really worth the visit specially with a good guide to explain all the details carved in its walls.,"A fascinating place that has uniquely Indonesian religious aspects to it, highlighting an important historical narrative to the country.",,"its the famous street of Jogjakarta , with most of the hotels and shopping center surrounding this area, Loved the sidewalk arrangements when the sunsets is completely turned into food street with various Indonesian dishes being served. on the other side there are so many small?",,,"This hotel very huge and awesome! They have life kitchen and some various menus in a specific theme everyday, called Yogyakarta Kitchen. Their staff very friendly, nice and also standby for us anytime we need assistance to get some food or beverage. They have fresh juice corner & sushi bar also!! Sitting down in back side, we can see beautiful cloud and enjoy the good cappucino is our routine in the evening. The room, we love it, big bathroom, big dining table (roundtable), big sofabed and very cozy if we bring family (2 kids below 17 YO). Pool is very exciting place, outdoor and can laydown to enjoy the air. can not imagine Yogyakarta have this awesome hotel but now it is happen, they have the big red M called Yogyakarta Marriott Hotel."
"Do not go there! You support animal cruelty! After the temple they offer elephant riding with big baskets, which hurts the elephant. The guides were smoking on the animals!!! 2 other elephants were chained with a just 2meter-long steel-chain and had to stand on stone floor?","Stunning! I visited a number of temples during my visit and by far this was my favourite.  I found the temples in both their scale, number and intricacies quite breathtaking.  Lots of space to wander - you can choose to view the temples up close or from a distance both equally?",Very good experience. This was a castle in the middle of neighborhood. So you will interact with people there. Nice place to know the old Java and good place to take pictures,,"If u like Batik, it is a heaven is paradise cos even though I am not a Batik person I find myself going crazy over the Colours, variety and pricing of Batik pdts here!",,,"The hotel features the largest pillar-less ballroom and Club Lounge in town, the most guestroom inventory with 347 rooms, and the latest design with an interactive open kitchen concept at the all-day dining Yogyakarta Kitchen restaurant. This is the latest five- star hotel in the city where traditions meet modern life. Cultural sites like the Keraton Royal Palace and Malioboro Street are only 20 minutes away, while the largest shopping mall and entertainment center in Central Java is right next door."
Wonderful history and architecture. The amount of planning and work that went into this was surely incredible. The place is a must see if you are close the area. Just make sure that you spend the time to take advantage of all the place has to offer because you will regret it if?,"The drive is not far from airport Yogiakarta. The place is a beatifull history hindu tale temple. The place is well conserved and still see people working on the ruins. It was quiety clean. Not easy to find a tour guide, in time we were there, midday was soo hot. Rental umbrelas?",Its an impressive set up..... but for a traveler its not awe-inspiring.  well within the Tourist strip so an easy tick in the box. ,,This unique market offer too many cute things to buy!! You can not just walk the street without buy something here. You need to check price to one another buyer before decided buying something.,,,
"I visites for sunrise, which was pleasant as it wasn?t too crowded. It is an impressive sight, and worth visiting. Unfortunately my guide - who I hired at the temple and was apparently accredited - was a complete wash out - he was good at telling me how many car parks the temple?",Good view at prambanan temples holiday today.   Many temple Prambanan in Yogyakarta city Many tourists lokal and international in here.   History temples,"We were expecting to see more details and something much more marvelous, but however the place is definitely a heritage of the city. It worth 1 hour of visit.",,"I have visited Malioboro Road in 2015. The place was crowded. Then I visited again in this new year, still crowded but I love the sidewalk arrangements. I think more regularly. You can go shopping at Pasar Beringharjo and alongside Malioboro Road. Take a picture at Malioboro?",,,
"The temples look good and offer an amazing view over a cliff. All photos will surely look nice here. We did enjoy it however we find the entrance fee too much for tourists they offer IDR540,000 combo entrance for Borobudur + Prambanan while the locals pay only about IDR40,000.?","On my third and last day in Yogyakarta, my friend took me to Prambanan on his motorcycle. We arrived early in the morning at around 7 am. The sun was still manageable and there were not too many people, so I was able to get good shots of the site.  I paid the entrance fee when I?","Came here on my first visit to Jogjakarta, this place was out first stop upon our arrival. Place is quite nice. Not so neat as I might say, we hired a lady to tell us the story of the castle, turns out she does not know anything. It is not as nice to have them taking you on the?",,"Nowadays Malioboro is much more convenience. I enjoyed walking in there, eventhough the other side still need improvement. Cleanlines anyhow still a problem. Pedestrian education is a must. Anyway, great job Jogja <U+0001F44D><U+0001F44D>",,,
"Probably the most astounding backdrop to  Borobudur is  Mt Merapi and swaying palm trees  and the peace of this ancient example of living history.Best seen at sunrise, bathed in the morning glow as the sun is fisrt rays touch the tip of the monument.  (sunsets tend to be very?","I would recommend visiting this place because of its superb architecture and relaxing feels. It is a good place for photography as every angle seems picturesque. However, the entry fee was quite high at USD25 for foreigners (only less than USD5 for locals). Tickets for?",The location among traditional market place & local people houses. Nothing special here & the place not maintenance well. I see need improvement in service & management from local government ,,"We went there with our young children. It is very busy and alive. Unfortunately at night, this road can be very crowded and not really suitable for young children. Good for shopping souvenirs, however you need to know how to haggle.",,,
"Always amaze with this temple, all year full of people visiting this place.  Make sure you came at early in the morning or you will get sunburn <U+0001F602>. you also can take family picture with javanese costumes with IDR 50K fee.  So beautiful if you can watch sunrise here.","I want to recommend Mr Hari if you need a tour guide at Prambanan Temple. We engaged his services at the entrance for foreigners there.  With his 35years experience in this field, he brief us about the history and story of Prambanan Temple which make our tour more meaningful and?",The pools used by the sultan & his consorts is still in pretty good shape / clean water. Worthwhile paying for a guide to share stories & history. Easy walking from the palace,,"Those who really like shopping, you can go this road.  Its full of shop and they open at 10am. You can find batik is, begs, sourviner and everything here.  There is a mall also at this road. When at night, is full with local and tourist. Night view is very nice.  At the end of?",,,
"The temples live up to all of the expectations and no picture can replace being there and soaking it in. Whether u go in the really early sunrise or otherwise, give urself time to explore it slowly...a couple of hours would be perfect. The surroundings are very well maintained.?","Extraordinary that 1300 years ago this temple was hewn from lava rock, carved ins such detail and assembled block by block without any mortar. A recent earthquake did damage and a sensitive repair has bene undertaken although a lot of the smaller temples - there were 999 built?",I would give this place a miss as I did not enjoy it. We only went because it was our 1st day and we were a little stuck (in terms of time) so we agreed for our driver to take us around. ,,"Jogja is known for many touristic activities, but you can?t visit this city without shopping on Malioboro street. If you?re like me and booked a hotel just a two-minute walk to this street, then you?ll have a good shopping experience. There are shops and stores side by side and?",,,
"Not knowing that people are here as early as at 4am in the morning to catch the sunrise. Nice historical place. The place is big and I must say you have to be fit because you have to walk a bit far and climb the stairs. The security is strict, they does not allow you to bring?","I do not mean to sound like a spoilt sport but after having stayed in Dubai and Singapore for over 12+ years, we have not experienced such scorching and scalding sunburn grade heat.    Frankly, we need to do a reality check on the splendour, scale and beauty of temples in India?","There is a small entry fee that gets you in to 3 places. The water garden, the hidden mosque, and a courtyard.   When we were there the pool was emptied of water for cleaning.   The mosque was interesting conceptually.   We enjoyed strolling about.   Not as grand as some of the?",,"Sellers are very friendly. Best prices are at the southern end, mainly south of Malioboro Mall. Wife bought a couple of necklaces from one place. The old lady at the stall gave her a discount without being asked for one. Then she bought two pairs of sandals. Again, without?",,,
We visit yearly. A sacred place with many treasures. You cannot miss visiting this temple if you are in Central Java. ,So this temple complex is nice. It originally had 240+ temples but most are now rubble though the main temples are all standing. The pamphlet markets this as the most beautiful Hindu temple in the world. Really? I mean has whoever created this pamphlet visited or even Google?,Visited the place in December   Very run down and hardly any water in the pools so do not go by the pictures on the pamphlets   Small place and you can get lost in the back alleys   ,,This street is one of the bussiest streets in Yogyakarta.  It is full of commerce!  Everyone seems to want to sell you something. So in search for some souvenirs?  Then this place is the place.  Do not forget to negotiate prices though.  Some say you can go down even to one third?,,,
"Stayed at the Plataran Heritage Resort and the staff arranged a private tour at dawn. We were met at the hotel lobby at about 5:00 AM and in 5 minutes we were there. We climbed to the 8th level of ""enlightenment""(there are no stairs to the 9th, ""Nirvana"") and watched the sky?","Good places to visit.historical temple and many activities for kids.horse riding,groceries,food,mini zoo & etc.","Enjoy it to see the place,  nearby were very clean place a long to visit the hidden cave,, good place to see while in yogya",,"A lot of sellers are here! My favorite one is Hannah Batik -used to be Mirota. But any sellers will do, as long as you can have good price. The more you bargain, the less price you will surely have! :)",,,
"From the city , it was approximately an hour drive to Borobudur Temple site. The Temple is fronted by shops and stalls offering gifts and souvenirs. The tour guide obtained our tickets from the office to enter into the Temple Ground. We see lots of directory signboards displayed?","These temple are intricately designed and quite interesting to go through. We went on an incredibly hot day though. So the pictures look good, but we were well roasted. Remember to bring your sunscreen!  The grounds are quite extensive, but there is not much to see after the?","While in Indonesia we were keen on visiting the Water Castle of Tamansari. Located in Yogyakarta, this is definitely a must visit place. However, it is worth visiting only if you have a good knowledgeable guide. Lots of stories from the glorious past are attached to this place.?",,"This place has become a must-visit for tourists, you will find many thing about culture such as batik, traditional toys, accessories, traditional food. But if you want go to Malang town ( beautiful places ) close to Bromo, easier you can using train. Yogyakarta - Malang (6 hour)?",,,
"Borobudur is one of the Must See in the world.  Along with Angkor Wat.  Borobodur is certainly impressive in it massive size only and the relief carvings add to the majesty and magnificence of the Temple.  Every relief tells a story and there are 1,500 of them.  Too many stories?","This 10th century Hindu temple complex located in Central Java, Indonesia, 17km from the City of Yogyakarta. It was neglected for over hundred years and was discovered in the 17th century and restored to its original graceful architectural structure with its original method of?",Very poor maintenance since 5 years! The entrance fee is a complete ripp off compared of what you get.  ,,They renovate this street making it more walking friendly. Lot of chairs to sit when tired.  Lot of stalls and shops to see.  Beware of ersonal belongings. Ask to see the price first when ordering food street. There is a famously spring roll stall in front of samijaya?,,,
"Great structure, awesome architecture and sculpture, wonderful history, but sad to see some mindless destruction by the World is vandals. Earthquake in 2010 too was not too kind.  Presently very well maintained, and lot of restoration work being done.  <U+0001F642><U+0001F642>","Prambanan is another great ancient hindu temple besides borobudur in central java.The archaeological site is big,there are 8 main temples in the inner zone have been restored and  outer zone surrounded hundred of small ruined temples the remains untouched.The temple is?",I would suggest to get a guide to help taking around the place and give some explanation on the history of the place.  It has underground mosque.  Recommended to visit if you are in Yogyakarta.,,"Interesting shopping street. Tons and tons of street stalls. Be prepared to bargain hard - I got most things at 1/4 of the first asking price. Insanely busy, not a must do. ",,,
"So big and so much effort and carvings. It was real hot and busy the day I was there, but I was still blown away by it. It does have the biggest gift shop in the world when you try to leave. You really have to run the gauntlet to try to not buy something. ","You can get a joint admission ticket together with Borobudur; foreign visitors have to pay a higher price anyway. The queue (hardly one) for foreigners here and in Borobudur is much shorter than that for the locals, so getting in is easy. There are two temple sites within the?","only 5K, but you can learn the whole history about the history of kesultanan Jogja. I do not know that this area is larger than what I expected. I saw a good pre-wedding photo of Mr. Jokowi (President of Indonesia)  is daughter , Kahiyang Ayu and her fianc?. I expected to have?",,"Great place, good weather when we are here, offer the nuance of jogja.  Delman is abit steep though 100K for rounding the keraton, alun2 and go back to malioboro again.",,,
Do pay the little extra to do a sunrise tour - the entrance is managed by a local hotel and as a bonus you get a breakfast afterwards. The views of steaming jungles around Borobodur is well worth it,"A 9th century Hindu temple. Also an Unesco worth heritage site, definitely worth a visit. Was even better to see the temple during sunset. Beautiful view. However it can be very crowded. ","Read up on the history of the place before you visit, lots of material online. I can imagine the splendor in its glory days but now inhabited by residents who are trying their very best to keep the commune safe, clean and charming.   I hired a local guide on location and he took?",,"A place that has two rows of shops. You may shop there as there are fews batik shop and antics shops. Do not have high expectation. Overall, its nice to pay a visit to walk around at night (not that hot) and there are lots of sitting areas to relax. Just 10 minutes walk (900m)?",,,
Feel privileged to have visited this temple.  Make sure you have a guide who can tell you about its history and restoration.  We went at dawn and straight to the top - so it was not really until we made it back down to the lower levels of the temple that we understood its?,Best time to visit is morning or late afternoon(may you can go for Ramayana Ballad later). Architecture of the Hindu Temples is amazing and so are the statues of Hindu Gods. Being from India it was really interesting to discover the differences in the sculptures. There are more?,"actually this castle cover area larger than what we ussually see in the picture. if you have long time to explore, you should also go to Ruang Meditasi (meditation room), Masjid Tangga Lima / sumur gumuling (Mosque with 5 floor) and the water castle- ask the local about the?",,"This famous street is a must, but hard to work down, and you do get bothered by too many people, that said, there are a few nice shops n local food. Best to eat from stalls, or kaki 5 while we took a bacek, rickshaw, to travel around, it is the best option to take all in. ",,,
"We had an amazing visit here, the temple is absolutely beautiful, and the surrounding area is so lush and green. Yes there is a lot of people trying to sell you something, but we genuinely enjoyed our visit. ",Even it is crowded but this temple is so mesmerizing. There are few temples nearby that accessible by foot. ,"If you are around, do not skip this palace which was a ""hiding"" place for the former sultan and his wife . It is also nice to make pictures, but you wont be the only one :)",,Heavy traffic jam arround Malioboro street. Better you park outside area than take a walk to that popular road in Jogjakarta when high season. ,,,
"The world famous reputation of this place is well deserved. While smaller than I imagined, it is still an impressive site,and an utterly distinctive and beguiling place. An absolute must see.","This temple is very beautiful and majestic. Very perfect. His splendor is admirable, his eyes and his elegance reassure the soul. Our suggestion to visit in the afternoon, the scenery is good.","This is the former royal garden of the Sultanate of Yogyakarta. Aside from its history, it is an interesting place to meet locals.",,"very croweded on last december, we can not enjoy the trip, some pedesterian blind path broken,  but it is ok because we arrive on long vacation in indonesia",,,
We visited Borobudur in October and enjoyed our trip. The temples are grand and intricately constructed...always makes one wonder how they did it 100s of years ago. The temple is dedicated to Buddha and is the biggest Buddhist temple in the world with over 500 statues of Buddha.?,"Less crowded than the famous Borobudur but more peaceful From the entrance those temples look like Angkor Wat, it s so beautiful and you can see how the team on side try to rebuild some temples Don?t forget to go behind the main buildings, the last one is so peaceful and?","You can take lots of pictures with the beautiful background of Tamansari ""Water Castle"" . The best part of this place is the swimming pools well maintained and clean. It is a showcase only. The rest of Palace are run downs and nothing to see. If wanted to know more about the?",,"Like the oil gusher at Spindletop in 1901, the telecom towers rise above the city buildings like oil derricks in the oil rush years in Texas. And with it, the businesses of the town flourish, like on this very busy street, full of families after sunset. Best place in town (in?",,,
"Took the sunrise tour. It was very crowded.  But as named to be the largest Buddhist temple heritage, you will very impressed with its scale and masterpieces around the temple.","Beautiful Hindu temple.. temple is not very big. I bought entrance fee for 2 temple?s together for Rp540,000.00. U can pay by card or cash. ","Guided tour is preferable here. You only pay 5K per person, paying for a guide should not be a burden. Since it was a very beautiful vast property with a lot of stories to be told. I thought the property was not big, I was wrong... it was grand and also contain a village.?",,"Malioboro is the heart of Jogyakarta city. Center of the local & tourist activities which you can find & buy batik, shirts & others traditional handicrafts.  You also can find local & modern foods at this place. Near to vredeburg castle & keraton jogyakarta. Manny hotels at this?",,,
First of all: The temple is absolutely stunning! I would give 5 stars for this temple. I have been to a lot of temples in Asia and for me Borobudur is very unique and one of the most beautiful temples I have seen so far. BUT: the time you spend at this temple is maximum of 20?,One of the most extraordinary structures in the world. A must visit location when you come to Indonesia. Allow at least a half day to experience this site. Much easier to access compared to Borobudur but just as fascinating. These two sites should be on your bucket list together?,Beautiful but expect lots of people here. Guides offering services but it is best if you do your own research,,Rows of shops and shops and more shop to choose from to buy souvenirs.  We came late evening and the place was so full of life. The are also many restaurants in the area to chose from.,,,
Borobudur was built in the 9th century.  The site was chosen because nearby there is a mountain range that resembles a reclining buddha.  The temple has the feature of having been assembled over a hill and hence there is no structure within. The temple has nine levels and as I?,"The feeling was like you are in a very big park where there are many activities happening around you, and people are engaging with all the activities within the heritage site.  After collecting our ticket, we proceeded to the entry point to the site and once got through the?","As other reviewers have suggested, read about the water palace before you go especially if you will not be engaging a guide.  The pools themselves are intriguing and beautiful. Unfortunately, the entire complex is not properly kept up. No map is provided for exploring the?",,It is an interesting walking street of Yojakarta. Very safe. Lots of shopping and street foods. Very good place to spend the evening to do a people watching. Lots of Indonesian tourists mixed with foreigners. ,,,
"Although I was raised as a Catholic, repelled by animosity between different religions, growing up I distanced myself from it. Nevertheless I was also raised to treat others as I would like to be treated. So, Karma has been my drive for a long time and experiencing Borobudur?","Must see and visit while in Yogyakarta, magnificent temples, nice green surroundings and beautiful  views",Tamansari is a very interesting sight. I recommend to hire a guide. Without a guide you will miss the important details that give you an impression of the ancient beauty of this palace for the concubines and the children of the sultan.,,its great to stay here. theres a lot of hipster cafe and restaurant along the street.and its near to the convenience shop. no worries to find food at the late hour as theres always have a delivery and this place was so well known by local people. great stay and feel like a local?,,,
"I simply adore going to Borobudur early morning by motorcycle. Of course, sometimes I feel boredom during this driving but I have never regret any of my visits there. The only thing is not ok for me are the tickets prices - so expensive now! That is why I recommend trying?",We went to Prambanan after a long day of seeing the sights Yogyakarta has to offer and we were pleasantly greeted by the sun setting and a beautiful rainbow in the background of the temple. The temple compounds was full of ruins and it will make you wonder how it would have?,Not suitable for wheelchair travellers.  Hardly any signage so do take a guide with you.  Seems more like a village now rather than a castle except for the facade.,,"A place that has not changed much, a place of favorite to seek / hunt by because of the price hikes that can bargain. Than to much food in the evening time (angkringan) ",,,
Booked a sunrise private self tour from getyourguide. Essentially it was a private driver who speaks English. The ticket and transportation was all taken care of.  The temple itself is nice. Was not overly crowded when I went (Jan 2019) and I was lucky enough for the sun to?,Get a tour guide because with that you get to listen to the stories craved on the walls and it makes the place come alive.  ,"Great way to spend few hours.  We found a tour guide and he was great, made the experience much better. ",,the place is known for being the shopping center in Yogyakarta and truly it does stay true to it. One can find a variety of things to buy in the area and a great way to buy souvenirs and gifts.,,,
"Enjoyed the temple immensely. This was ruined by passing the poor group of elephants at 7 am. These sorry looking creatures were chained up with chains that seemed barely more than a foot in length, meaning severely limited movement. There was a huge pile of dung behind one of?","These temples are so beautiful that I spent a long time wondering around each of them, checking out the fine details. Our local guide told us that the temples would look the best at sunset, and we were certainly impressed. The afternoon we went, it was not very busy (as you can?","I was here several weeks ago. The place is so nice and full of history, and the entrance fee is affordable.  But I have a couple of notes about this place. First, the open hour is not the same like in google information (I know, google local guides informations are not always?",,"Very crowded place especially night time, good place to see hustle and bustle of Yogyakarta in the night. If you wish to try the ""Lesehan"" please check the price before ordering there are people with creative ideas that will charge higher than average price...",,,
"We took a motorcycle and departed around 4AM, beating traffic and the crowds there. A beautiful experience that was made better by how well the park and temple are being kept. You feel in the middle of nowhere, even though the road is 200m away. Do refrain from Yoga poses?","I love temples so I could not skip this complex! The temple itself is in similar style to those in Cambodian Angkor Wat, there are also smaller temples in the complex (included in the same ticket). You can take a walk there or take a mini-train (good idea in the scorching hot?","We made three in one - Kraton,  Tamansari and Sumur Gumuling. Between sultan palace and water palace (Tamansari) we took a Rickshaw . From Tamansari to Gumuling well it is just 200 m walk. It was nice and we were happy to be there. ",,"full of shopping from street shops to malls, but most of them selling similar products, mostly cheap t-shirts, accessories and souvenirs. Also there are plenty of eateries cheap street side wrung to decent cafes. Often there are students, dressed up in costumes to earn a extra?",,,
The temple itself and the view are both magnificent. Myself and my friend went there at 6am so did not have to pay the extortionate price for the sunrise tour and were so impressed. It was not busy and the view from the top level was stunning. I also recommend visiting the museum?,"Truly awed by the beauty and structure of the Prambanan Temple. My tip is to avoid visiting here on weekends as it will get super crowded. Visited here on a Monday afternoon and it was not crowded at all. For students, do bring along your valid student pass as you will be entitled?","the location is so hard to find, it is located in the middle of the citizen is houses. you must walk down the narrow alley and ask some citizens to arrive. some citizen will be your personal tour guide if you want them to. ",,"Maliboro is a local night market and a hangout place for the locals. There are many ""Santai"" eateries on the walkway and they offer really good satay/streetfoods. There are many live band playing around the square especially at night.",,,
"We took a ship tour to Borobodur. The drive to get there was filled with interesting sights and beautiful terrain. Unfortunately, we encountered very heavy rain for most of the tour. We arrived at the temple at dusk, but were given umbrellas and ponchos. The staff at the site?",Very beautiful temple near to Yogyakarta. We visited Prambanan even when was raining. You can do it too. Indonesian rain is warm and short. Walk in Prambanan Is easy. Do not forget also Sewu temple in the end of the site and two small temple between. Have fun!,"This attraction reminded me of Bath, England. It is slightly over-rated and the castle is not very well-maintained. It is definitely rich with history and definitely a good place for some nice photo shoot. The entrance fee is negligible, less than USD 1 per person.",,"A lot of shops that sell almost similar products among of them. Not that clean, when I was there, there was huge government project for pedestrians, but in the night turn into nice place to see some street performers, and steer musicians. Safe place to walk even in the night.",,,
Have a must when you go to Jogyakarta. One of seven wonder in the world and UNESCO world heritage site.,"Would recommend to go early in the morning, best at the opening, because after 11am, really hot and you have 2 temples to visit: Prambanan and Sewu in the same place, same ticket",More nicer than the keraton closeby. Its near malioboro also a must visit. The city trip is for in the morning until 3 oclock,,"This mall out side selling a lot batik, other than that not thing special. The mall have Matahari, Nike, Adidas, etc.....",,,
"It?s true that this is a touristy place and the temple is one of the most visited sites in Indonesia, once you accept this its really beautiful and worth the visit. We avoided the weekend did the 04.30 morning trip and paid the ridiculously expensive ticket entry price. There?","We came here with our combined ticket from the borobudur temple. There are some nice differences between the 2 but to be honest it did not add all that much to our day. Ofcourse, if you have seen 1 then you have to see the other as both religions have had a big impact on the?","Just an old abandoned king is pool place.. Old brick wall and abandoned pool.. Might be nice for artistic photoshoot, but thats all.. ",,"Our hotel was located on Malioboro Road which made it very convenient  for us to nip outside for some shopping. In fact almost directly outside was a mall. Apart from the mall and the amazing shop called Kamzah Batik where we did most of our shopping, Malioboro is full of eat?",,,
"Been visiting the temple since I was little. The old days the road to reach the temple by car was small. It got better during the 90s. The parking lot used to be a slaughter Field for tourists. People grab your arms and annoyed you all the time. It got better, vendors are?","Good energy. Really cool wall designs and statues with interesting history. Was initially hesitant to go because it looked small, but it was plenty big for a couple hours? tour",Nice place but with rich history but very neglected by locals. Would be nice if they do something more than put few cocky guides at the entrance and sell as many tickets as they can.,,Interesting shopping street packed during the weekends. You can eat at the roadside eateries like the locals or higher end restaurants as well as fast food. The satay hawkers along the street remind me so much of childhood days.   Shopping wise - big departmental store or?,,,
"It is a worth-to-see culture place to be visited. I regret something that I came there in a high season so there were many people there. It was a great experience to see the town from the top of the temple. and the temple is huge, like it was a nonsense that human in the ancient?","We had a great day trip to the deeply impressive Prambanan. This is a 9th century Hindu temple compound. Located about 17km from Yogyakarta. We travelled there by bus, it takes about 50mins on the 3a bus when boarding at maliboro stop, the staff there are very helpful and will?","Unfortunately, the castle it?s not really good conditions. The places is running down with no maintenance at all.  Good spot to visit for less than one hour - you can find the information as history of the castle on Wiki travel for free ",,"Malioboro is a most famous street in Yogyakarta. So many shops and street vendors along the street. There is also the biggest traditional market in Yogyakarta, Beringharjo Market. If you keep walking to the south, you will be arrived to Keraton Yogyakarta (The palace of?",,,
"Indisputable that Borobodur temple merits a visit. But for me, the experience had little charm and it is our own fault.  Because of our transport and schedule, we arrived late on a Saturday morning. It was inundated with visitors. Ascending/descending tiers within the temple, you?","Well a unique type of temple compare to borobudur, a thousand temple that very famous with local legends ""Nyi Roro Jonggrang"" a place that must be visited when you go to Yogyakarta","If it were cleaned up and maintained properly it would be really nice. But the water was quite dirty and stagnant looking, and the structures were empty and underwhelming. The catacombs and the locals were the best part by far. ",,"If you like to have a crowded place, market, food, art, it is the place to be You have also a small mall ",,,
We were planning to do the sunset tour but it was a thunder storm so we went the next morning to sunrise. It was so quiet and surreal and you miss all the crowds. I was so quiet and worthwhile compared to during the normal day. If you are a westerner go with the flow and pose?,"The legend story of 1000 temples with statues for the bride of the King, to be build in a day otherwise she would not marry him. He accomplished but one statue was missing, so she declined his wish to marry her. In turn he turned her into the last statue, still to be seen on the?","It is a must to visit this water castle if you are in Yogyakarta. This is an absolute combination between history of culture and the amazing modern photo trend.  There is a hidden spot called ""Sumur Gumuling"" it is very near from this water castle you should ask locals around?",,"Sadly just one hour in here, but really crowded, the road that never sleep. Do not understand why mall in malioboro closed at 10pm?",,,
Was expecting a larger temple. The price was even more expensive than the entrance fee for Sagrada Familia (if you lump them up in the category of sacred places to visit in a city). Did not have much. Conclusion - imho not so worth it for the price paid.,"Prambanan is the biggest Hindu Temple in Indonesia. So many temples, so many statues. Inside the temple, there is statue of Hindu God.  Prambanan is beautiful. ","It is a pretty nice place to visit! However, the highlight of the Tamansari is quite a walk away from where you first enter and we spent some time trying to locate it. Go at non-crowded timings for photos!",,"Malioboro Street is located near Tugu railway station on the south and Keraton Jogjakarta on the north. After renovation,  Malioboro now looks more beautiful. Along the street you can enjoy lots of shops and culinary stall especially at night.  Try andong or becak for best ride?",,,
"Came here 4yrs ago.. and this time.. I am truly amazed with the conditions. Now, they provide strollers/wheelchair lines, ramp to the temple.  The security guard at the temple was very informative and tech savvy :).. he took a few good pictures for us.  and... a clean toilet?",Can?t say I enjoyed Prambanan Temples as much as Borobudur. We arrived in the late morning so the sun was really blazing hot. It was otherwise a good visit.,its really run down. although you could get a couple of good pictures from certain angles. overall dont expect too much.,,This is a yogyakarta is downtown. Very crowded in weekend. You can buy food and batik along thr street. The pedestrian is nice. It has a good atmosphere. But be careful because the pickpocket can ruin yout holiday. ,,,
"I am so proud be part of Indonesia. Because Indonesia have a Borobudur Temple, one of 7 wonders in the world. Borobudur Temple is Buddhist Temple. You can find stupas and Buddha is statue. Borobudur is located in Magelang, Central Java. If you visit Indonesia, do not forget to?",A must see take your time - hire a tour guide it is worth it.if you like jigsaws then you will love it.,We went here after visiting the Sultans Palace. It is very close :-). One of the locals guides asked if he could be our guide and we accepted. He was very usefull! Told us a lot of interesting things and showed is a lot of interesting places. He was also great at taking?,,"Very impressive road with so many seller here. You can find many handicraft and batik easily. Handicraft price start from IDR 5000 (USD 0.4) and batik price start from IDR 30.000 (USD 2.3), very cheap.",,,
Don?t expect that you?re the only one on top of this temple. There are many many people. And you?ll be the attraction especially when there are kids. Take some pics with them and enjoy the view!,This is a Must visit when  you are in Yogjarkarta. The history of this temple dates back to the 9th century (slightly younger than Candi Borobudur). There are 240 big and smaller temples . Unfortunately due to a major earthquake many smaller Temples ended up in ruins.?,"walking inside Tamansari is magical, you enter into another world where is nice to take some pictures, relax walk around and trying to have an idea of the comfort they had inside this huge building ! if you are in Jogya is a MUST see place to spend about 1 hour!!! ",,"Malioboro Road represents Yogyakarta. This is the main street in downtown Yogyakarta, always busy and lots of shopping and bargaining too. If you have not visited Yogyakarta, that means you have not visited Yogyakarta. Lots of nice cafes and also F&B outlets here. The only?",,,
"After very long time, finally i visit Borobudur temple again. The condition is better and cleaner than before ( on my last visit). After pay entrance ticket (there are separated ticket windows for foreigner and domestic), if you do not want to walk too far, you can ride the?","Prambanan is one the ancient and large temples found in Java. It is a good touristic area to be visited, beside Borobudur Temple. Ramayana Dance is one of the interesting show.","If you are curious what this place is, hmm.. Just keep your curiosity there. Visit this place if you have no other place to go in Yogyakarta. ",,A shopping street.  Touristy.  Andong (horse carriage) available for rides.  Local market is also nearby.,,,
I can not describe the feeling I had during my visit Borobudur Temple for the Sunrise tour. It is amazing!! It is absolutely one of the most unforgettable trips!,"I am in awe! Prambanan for me is majestic! A beautiful place. I hope I can visit again, when the ruins are all fixed again.","It is a nice spot for photo and has an interesting and unique history where the Sultan (King) can observed from a tower on his wives taking a bath in the pool, before he chooses one of them.. <U+0001F644>",,"We need to be a smart buyer in Malioboro road. Do not get stuck on 1 place only. Kept searching for things you want it and kept bargaining to minimum price that you can get. If you could not speak Javanese,it can be tricky. I went to 3 or 4 sellers before I bought what I want. So?",,,
